"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","","NOP","L","112","131","39","92",".424","16","48",".333","18","24",".750","8","37","21","8","7","11","22","","52","98",".531","10","25",".400","17","22",".773","14","54","36","8","3","12","25","108.8","127.2","103.0",".261",".522",".546","40.7","53.8","7.8","9.6","",".511","9.7","16.7",".196","",".582","10.0","67.4",".173"
"2","2","2018-10-20","@","LAL","W","124","115","44","96",".458","16","42",".381","20","30",".667","13","54","22","7","4","16","21","","48","100",".480","8","32",".250","11","18",".611","9","44","28","8","10","10","21","114.8","106.4","108.1",".313",".438",".568","55.1","50.0","6.5","5.9","",".542","12.8","27.1",".208","",".520","8.5","82.0",".110"
"3","3","2018-10-21","@","LAC","L","112","115","43","89",".483","15","35",".429","11","15",".733","6","35","28","6","6","12","23","","42","89",".472","5","25",".200","26","26","1.000","12","49","22","8","7","13","16","113.2","116.3","98.9",".169",".393",".586","41.7","65.1","6.1","9.4","",".567","11.2","14.0",".124","",".500","11.5","70.7",".292"
"4","4","2018-10-24","","UTA","L","89","100","35","87",".402","11","40",".275","8","14",".571","10","35","16","12","5","15","23","","34","78",".436","10","29",".345","22","28",".786","9","47","21","7","5","18","21","93.3","104.9","95.4",".161",".460",".478","42.7","45.7","12.6","10.2","",".466","13.9","20.8",".092","",".500","16.6","73.5",".282"
"5","5","2018-10-26","","LAC","L","113","133","38","98",".388","15","41",".366","22","25",".880","16","42","21","11","7","13","27","","43","79",".544","12","23",".522","35","38",".921","5","44","17","8","4","15","21","110.1","129.6","102.7",".255",".418",".518","48.8","55.3","10.7","12.5","",".464","10.7","29.1",".224","",".620","13.5","83.9",".443"
"6","6","2018-10-30","","POR","L","85","104","31","96",".323","10","43",".233","13","23",".565","20","49","18","7","9","11","25","","38","80",".475","8","20",".400","20","23",".870","7","51","17","4","4","17","19","88.6","108.4","96.0",".240",".448",".400","49.0","58.1","7.3","15.0","",".375","9.4","31.3",".135","",".525","15.9","80.6",".250"
"7","7","2018-11-02","@","BRK","W","119","111","41","83",".494","15","39",".385","22","32",".688","11","41","22","4","10","9","21","","42","85",".494","15","34",".441","12","20",".600","9","38","22","5","4","10","28","128.8","120.1","92.4",".386",".470",".613","51.9","53.7","4.3","19.6","",".584","8.5","27.5",".265","",".582","9.6","76.9",".141"
"8","8","2018-11-03","@","CHI","W","96","88","35","83",".422","13","42",".310","13","20",".650","10","45","21","13","5","18","22","","28","71",".394","6","23",".261","26","27",".963","4","37","15","13","4","19","18","99.4","91.1","96.6",".241",".506",".523","54.9","60.0","13.5","10.4","",".500","16.4","23.3",".157","",".437","18.6","89.7",".366"
"9","9","2018-11-05","@","IND","W","98","94","34","76",".447","15","47",".319","15","16",".938","5","39","23","9","6","16","24","","33","75",".440","8","28",".286","20","30",".667","7","39","17","8","3","15","15","105.0","100.7","93.3",".211",".618",".590","50.0","67.6","9.6","12.8","",".546","16.2","13.5",".197","",".493","14.5","82.9",".267"
"10","10","2018-11-08","@","OKC","L","80","98","31","82",".378","11","42",".262","7","10",".700","12","39","16","9","3","16","26","","36","81",".444","9","37",".243","17","24",".708","13","52","18","10","4","14","16","89.8","110.0","89.1",".122",".512",".463","42.9","51.6","10.1","6.8","",".445","15.6","23.5",".085","",".500","13.3","67.5",".210"
