"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-18","","LAL","W","128","119","44","100",".440","13","37",".351","27","29",".931","14","54","21","9","10","16","26","","45","93",".484","7","30",".233","22","29",".759","8","46","23","10","6","15","26","115.1","107.0","111.3",".290",".370",".568","54.0","47.7","8.1","15.9","",".505","12.4","26.9",".270","",".522","12.4","83.3",".237"
"2","2","2018-10-20","","SAS","W","121","108","45","84",".536","15","32",".469","16","19",".842","8","46","24","5","3","12","14","","42","100",".420","13","30",".433","11","14",".786","15","40","29","5","4","6","17","129.1","115.2","93.8",".226",".381",".655","53.5","53.3","5.3","4.3","",".625","11.5","24.2",".190","",".485","5.3","71.7",".110"
"3","3","2018-10-22","","WAS","L","124","125","43","108",".398","11","39",".282","27","31",".871","17","70","22","6","4","19","22","","46","110",".418","15","37",".405","18","26",".692","12","54","23","6","7","10","27","104.6","105.4","107.4",".287",".361",".510","56.5","51.2","5.1","5.5","",".449","13.5","28.8",".250","",".486","7.6","81.5",".164"
"4","4","2018-10-25","@","ORL","W","128","114","48","87",".552","11","27",".407","21","26",".808","12","44","24","6","6","10","22","","43","86",".500","12","30",".400","16","20",".800","11","40","29","5","7","14","21","133.7","119.1","95.7",".299",".310",".650","52.4","50.0","6.3","10.7","",".615","9.2","29.3",".241","",".570","12.9","74.4",".186"
"5","5","2018-10-27","@","MIA","L","111","120","37","88",".420","12","33",".364","25","28",".893","8","42","14","7","8","9","25","","44","96",".458","15","39",".385","17","26",".654","16","56","21","7","8","12","21","111.2","120.2","99.9",".318",".375",".553","42.9","37.8","7.0","14.0","",".489","8.2","16.7",".284","",".536","10.0","68.0",".177"
"6","6","2018-10-29","@","IND","W","103","93","38","78",".487","10","26",".385","17","18",".944","9","50","19","3","3","18","23","","37","90",".411","6","19",".316","13","20",".650","7","35","19","8","5","8","20","108.1","97.6","95.3",".231",".333",".599","58.8","50.0","3.1","4.2","",".551","17.3","24.3",".218","",".444","7.5","85.4",".144"
"7","7","2018-10-30","@","HOU","W","104","85","38","80",".475","8","20",".400","20","23",".870","7","51","17","4","4","17","19","","31","96",".323","10","43",".233","13","23",".565","20","49","18","7","9","11","25","108.4","88.6","96.0",".288",".250",".577","51.0","44.7","4.2","7.5","",".525","15.9","19.4",".250","",".375","9.4","68.8",".135"
"8","8","2018-11-01","","NOP","W","132","119","44","87",".506","18","35",".514","26","31",".839","8","46","26","4","4","14","30","","40","94",".426","8","29",".276","31","37",".838","14","44","23","7","3","12","24","126.3","113.9","104.5",".356",".402",".656","51.1","59.1","3.8","6.2","",".609","12.2","21.1",".299","",".468","9.8","73.1",".330"
"9","9","2018-11-03","","LAL","L","110","114","44","104",".423","6","35",".171","16","22",".727","16","50","20","10","5","14","21","","45","86",".523","8","21",".381","16","25",".640","9","50","20","9","11","20","22","102.0","105.8","107.8",".212",".337",".484","50.0","45.5","9.3","7.7","",".452","11.0","28.1",".154","",".570","17.1","79.1",".186"
"10","10","2018-11-04","","MIN","W","111","81","38","86",".442","7","28",".250","28","32",".875","17","66","15","7","1","16","20","","29","93",".312","7","30",".233","16","21",".762","13","38","18","9","4","11","21","115.6","84.4","96.0",".372",".326",".555","63.5","39.5","7.3","1.6","",".483","13.8","40.5",".326","",".349","9.7","79.0",".172"
