"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","@","TOR","L","104","116","34","85",".400","7","19",".368","29","39",".744","14","49","17","4","0","16","25","","45","92",".489","14","33",".424","12","20",".600","8","43","21","6","7","9","29","103.7","115.6","100.3",".459",".224",".509","53.3","50.0","4.0","0.0","",".441","13.5","28.6",".341","",".565","8.2","81.4",".130"
"2","2","2018-10-19","@","MIN","L","123","131","45","93",".484","8","23",".348","25","29",".862","13","43","26","5","2","14","24","","44","87",".506","10","25",".400","33","35",".943","9","40","28","9","7","13","21","119.0","126.7","103.4",".312",".247",".582","51.8","57.8","4.8","3.2","",".527","11.7","29.5",".269","",".563","11.3","76.9",".379"
"3","3","2018-10-21","","ATL","L","111","133","46","99",".465","10","27",".370","9","14",".643","15","49","23","5","2","18","25","","48","98",".490","22","47",".468","15","19",".789","9","44","32","9","7","12","21","104.7","125.5","106.0",".141",".273",".528","52.7","50.0","4.7","3.9","",".515","14.6","30.0",".091","",".602","10.1","79.1",".153"
"4","4","2018-10-24","","BRK","L","86","102","34","89",".382","3","18",".167","15","16",".938","16","53","18","5","2","15","19","","38","87",".437","14","34",".412","12","15",".800","8","44","23","8","1","14","16","90.5","107.4","95.0",".180",".202",".448","54.6","52.9","5.3","3.8","",".399","13.5","30.8",".169","",".517","13.0","82.2",".138"
"5","5","2018-10-25","@","DET","L","103","110","41","89",".461","8","24",".333","13","15",".867","7","30","18","11","1","9","25","","41","78",".526","11","28",".393","17","29",".586","13","48","21","4","5","20","21","108.0","115.3","95.4",".169",".270",".539","38.5","43.9","11.5","2.0","",".506","8.6","16.7",".146","",".596","18.1","63.9",".218"
"6","6","2018-10-27","","IND","L","107","119","40","86",".465","7","25",".280","20","22",".909","16","39","21","9","2","15","20","","48","74",".649","5","13",".385","18","26",".692","4","24","28","13","3","15","15","116.8","129.9","91.6",".256",".291",".559","61.9","52.5","9.8","3.3","",".506","13.6","44.4",".233","",".682","14.9","85.2",".243"
"7","7","2018-10-30","","ATL","W","136","114","45","90",".500","13","25",".520","33","43",".767","13","48","23","13","1","13","20","","44","82",".537","15","35",".429","11","17",".647","6","39","25","6","8","22","29","128.6","107.8","105.7",".478",".278",".624","55.2","51.1","12.3","2.1","",".572","10.7","28.3",".367","",".628","19.7","85.4",".134"
"8","8","2018-11-01","","DEN","L","91","110","34","83",".410","5","18",".278","18","19",".947","13","35","18","11","4","13","22","","41","85",".482","10","26",".385","18","21",".857","14","44","22","8","7","12","18","104.1","125.8","87.4",".229",".217",".498","44.3","52.9","12.6","6.8","",".440","12.5","30.2",".217","",".541","11.3","61.1",".212"
"9","9","2018-11-03","@","CHO","L","94","126","35","81",".432","10","26",".385","14","15",".933","3","26","22","10","2","13","20","","52","91",".571","10","30",".333","12","13",".923","12","50","29","3","7","15","17","97.3","130.4","96.6",".185",".321",".537","34.2","62.9","10.3","3.3","",".494","12.9","7.3",".173","",".626","13.4","65.7",".132"
"10","10","2018-11-05","@","ORL","L","100","102","41","80",".513","10","23",".435","8","12",".667","8","42","20","8","2","18","17","","39","87",".448","11","34",".324","13","15",".867","10","40","22","11","5","15","16","105.1","107.2","95.2",".150",".288",".586","51.2","48.8","8.4","3.8","",".575","17.4","21.1",".100","",".511","13.8","77.3",".149"
