"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"60","60","2019-02-26","","OKC","W","121","112","41","88",".466","13","28",".464","26","35",".743","11","47","28","9","4","18","28","","43","95",".453","10","38",".263","16","25",".640","14","46","31","10","5","17","34","113.3","104.9","106.8",".398",".318",".585","50.5","68.3","8.4","7.0","",".540","14.8","25.6",".295","",".505","13.8","72.0",".168"
"61","61","2019-02-28","","UTA","L","104","111","40","99",".404","7","25",".280","17","24",".708","16","55","25","6","5","12","23","","37","84",".440","16","43",".372","21","33",".636","10","44","25","6","6","11","22","104.9","111.9","99.2",".242",".253",".475","55.6","62.5","6.1","12.2","",".439","9.9","32.0",".172","",".536","10.0","79.6",".250"
"62","62","2019-03-02","","NOP","L","112","120","39","92",".424","9","32",".281","25","29",".862","10","44","25","13","7","16","22","","45","92",".489","12","30",".400","18","26",".692","12","47","28","10","4","21","25","103.1","110.5","108.6",".315",".348",".535","48.4","64.1","12.0","11.3","",".473","13.2","22.2",".272","",".554","16.9","73.9",".196"
"63","63","2019-03-04","@","SAS","L","103","104","41","95",".432","17","40",".425","4","4","1.000","8","43","27","5","3","12","17","","41","85",".482","8","25",".320","14","19",".737","6","43","27","8","7","9","13","106.7","107.8","96.5",".042",".421",".532","50.0","65.9","5.2","5.0","",".521","11.0","17.8",".042","",".529","8.8","85.4",".165"
"64","64","2019-03-06","@","LAL","W","115","99","45","98",".459","13","42",".310","12","17",".706","18","55","33","6","3","8","17","","40","84",".476","7","31",".226","12","23",".522","5","41","26","5","4","12","22","118.9","102.3","96.7",".173",".429",".545","57.3","73.3","6.2","5.7","",".526","7.0","33.3",".122","",".518","11.3","88.1",".143"
"65","65","2019-03-08","@","GSW","L","105","122","33","87",".379","12","33",".364","27","35",".771","14","46","21","9","3","17","22","","45","84",".536","18","35",".514","14","21",".667","7","43","32","11","10","17","28","103.1","119.8","101.9",".402",".379",".513","51.7","63.6","8.8","6.1","",".448","14.2","28.0",".310","",".643","15.4","82.1",".167"
"66","66","2019-03-12","","MIN","W","133","107","51","85",".600","18","30",".600","13","15",".867","7","36","40","6","6","14","16","","41","89",".461","11","30",".367","14","14","1.000","12","35","24","10","6","14","20","139.9","112.6","95.0",".176",".353",".726","50.7","78.4","6.3","10.2","",".706","13.3","23.3",".153","",".522","12.8","70.7",".157"
"67","67","2019-03-14","","DAL","W","100","99","39","81",".481","8","29",".276","14","17",".824","8","44","27","6","7","11","16","","37","87",".425","12","37",".324","13","17",".765","9","40","22","8","1","8","17","110.7","109.6","90.3",".210",".358",".565","52.4","69.2","6.6","14.0","",".531","11.1","20.5",".173","",".494","7.8","80.0",".149"
"68","68","2019-03-16","","IND","W","102","100","39","82",".476","11","38",".289","13","20",".650","9","39","27","6","5","10","22","","34","75",".453","6","24",".250","26","37",".703","8","41","20","6","2","9","19","113.5","111.3","89.9",".244",".463",".562","48.8","69.2","6.7","9.8","",".543","9.9","21.4",".159","",".493","9.0","78.9",".347"
"69","69","2019-03-18","@","BOS","W","114","105","46","94",".489","14","39",".359","8","10",".800","11","51","29","6","5","17","19","","39","93",".419","12","39",".308","15","19",".789","12","37","24","12","5","12","16","114.8","105.8","99.3",".106",".415",".579","58.0","63.0","6.0","9.3","",".564","14.7","30.6",".085","",".484","10.6","76.9",".161"
