"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-18","","MIA","L","112","113","38","81",".469","7","26",".269","29","39",".744","7","40","19","7","15","14","31","","38","97",".392","12","35",".343","25","34",".735","22","55","25","6","5","16","26","109.9","110.8","101.9",".481",".321",".570","42.1","50.0","6.9","24.2","",".512","12.5","17.5",".358","",".454","12.5","60.0",".258"
"2","2","2018-10-20","","TOR","L","113","117","37","89",".416","13","39",".333","26","32",".813","9","37","20","11","9","11","27","","39","88",".443","10","29",".345","29","36",".806","14","52","21","5","5","17","29","110.7","114.7","102.0",".360",".438",".548","41.6","54.1","10.8","15.3","",".489","9.6","19.1",".292","",".500","14.1","66.7",".330"
"3","3","2018-10-22","@","POR","W","125","124","46","110",".418","15","37",".405","18","26",".692","12","54","23","6","7","10","27","","43","108",".398","11","39",".282","27","31",".871","17","70","22","6","4","19","22","105.4","104.6","107.4",".236",".336",".515","43.5","50.0","5.1","10.1","",".486","7.6","18.5",".164","",".449","13.5","71.2",".250"
"4","4","2018-10-24","@","GSW","L","122","144","42","93",".452","12","42",".286","26","28",".929","7","34","22","7","1","12","24","","53","92",".576","15","33",".455","23","25",".920","10","48","37","6","5","15","22","114.3","134.9","106.7",".301",".452",".579","41.5","52.4","6.6","1.7","",".516","10.2","15.6",".280","",".658","12.7","73.0",".250"
"5","5","2018-10-26","@","SAC","L","112","116","40","86",".465","14","42",".333","18","23",".783","5","42","22","8","7","21","27","","44","95",".463","14","37",".378","14","23",".609","14","53","25","8","4","18","18","102.8","106.5","108.9",".267",".488",".583","44.2","55.0","7.3","12.1","",".547","17.9","11.4",".209","",".537","14.6","72.5",".147"
"6","6","2018-10-28","@","LAC","L","104","136","38","97",".392","5","27",".185","23","28",".821","14","45","18","7","3","14","16","","56","103",".544","16","29",".552","8","13",".615","14","57","35","7","9","14","25","97.5","127.6","106.6",".289",".278",".476","44.1","47.4","6.6","4.1","",".418","11.4","24.6",".237","",".621","11.4","68.9",".078"
"7","7","2018-10-30","@","MEM","L","95","107","32","74",".432","14","35",".400","17","20",".850","5","37","24","9","7","20","22","","36","74",".486","13","28",".464","22","31",".710","6","38","28","16","3","15","20","99.5","112.1","95.5",".270",".473",".574","49.3","75.0","9.4","15.2","",".527","19.5","13.5",".230","",".574","14.6","84.2",".297"
"8","8","2018-11-02","","OKC","L","111","134","44","86",".512","9","30",".300","14","18",".778","6","30","27","6","4","18","21","","49","86",".570","15","32",".469","21","26",".808","7","38","34","13","5","13","20","108.6","131.1","102.2",".209",".349",".591","44.1","61.4","5.9","7.4","",".564","16.1","16.2",".163","",".657","11.8","77.4",".244"
"9","9","2018-11-04","","NYK","W","108","95","36","83",".434","6","26",".231","30","39",".769","15","47","21","12","11","13","18","","39","93",".419","5","27",".185","12","16",".750","15","51","19","5","5","18","28","110.3","97.1","97.9",".470",".313",".539","48.0","58.3","12.3","16.7","",".470","11.5","29.4",".361","",".446","15.2","68.1",".129"
"10","10","2018-11-06","@","DAL","L","100","119","37","87",".425","11","35",".314","15","20",".750","5","32","27","8","6","10","24","","39","82",".476","15","34",".441","26","27",".963","10","50","25","4","6","17","22","101.8","121.2","98.2",".230",".402",".522","39.0","73.0","8.1","12.5","",".489","9.5","11.1",".172","",".567","15.3","73.0",".317"
