"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-16","@","BOS","L","87","105","34","87",".391","5","26",".192","14","23",".609","6","47","18","8","5","16","20","","42","97",".433","11","37",".297","10","14",".714","12","55","21","7","5","14","20","83.4","100.7","104.3",".264",".299",".448","46.1","52.9","7.7","8.3","",".420","14.1","12.2",".161","",".490","11.9","77.4",".103"
"2","2","2018-10-18","","CHI","W","127","108","44","93",".473","12","36",".333","27","30",".900","11","55","30","10","8","13","17","","44","101",".436","11","33",".333","9","12",".750","5","39","28","4","6","12","23","117.2","99.6","108.4",".323",".387",".598","58.5","68.2","9.2","11.8","",".538","10.9","24.4",".290","",".490","10.1","89.8",".089"
"3","3","2018-10-20","","ORL","W","116","115","45","94",".479","17","33",".515","9","10",".900","13","46","33","8","3","10","21","","41","90",".456","16","29",".552","17","22",".773","14","49","31","7","7","14","15","121.5","120.4","95.5",".106",".351",".589","48.4","73.3","8.4","4.9","",".569","9.2","27.1",".096","",".544","12.3","70.2",".189"
"4","4","2018-10-23","@","DET","L","132","133","49","98",".500","14","43",".326","20","28",".714","8","48","32","3","8","11","24","","51","108",".472","12","33",".364","19","27",".704","12","46","22","4","4","8","24","118.4","119.3","101.0",".286",".439",".598","51.1","65.3","2.7","10.7","",".571","9.1","19.0",".204","",".528","6.3","76.9",".176"
"5","5","2018-10-24","@","MIL","L","108","123","38","92",".413","11","34",".324","21","30",".700","8","50","29","4","5","16","27","","41","100",".410","13","43",".302","28","30",".933","9","51","24","7","10","11","27","97.0","110.5","111.3",".326",".370",".513","49.5","76.3","3.6","8.8","",".473","13.2","16.0",".228","",".475","8.9","82.4",".280"
"6","6","2018-10-27","","CHO","W","105","103","35","91",".385","10","28",".357","25","30",".833","14","56","18","4","8","11","23","","37","95",".389","9","35",".257","20","24",".833","9","48","19","3","8","9","25","104.6","102.6","100.4",".330",".308",".504","53.8","51.4","4.0","13.3","",".440","9.5","26.4",".275","",".437","7.9","82.4",".211"
"7","7","2018-10-29","","ATL","W","113","92","41","99",".414","14","47",".298","17","18",".944","16","64","33","7","9","19","22","","35","94",".372","8","37",".216","14","21",".667","10","47","20","10","3","13","18","107.1","87.2","105.5",".182",".475",".528","57.7","80.5","6.6","15.8","",".485","15.1","30.2",".172","",".415","11.2","82.8",".149"
"8","8","2018-10-30","@","TOR","L","112","129","38","91",".418","14","40",".350","22","30",".733","17","47","25","7","5","23","24","","47","92",".511","11","27",".407","24","28",".857","9","43","29","13","6","15","26","104.6","120.5","107.1",".330",".440",".537","52.2","65.8","6.5","7.7","",".495","18.1","33.3",".242","",".571","12.6","76.9",".261"
"9","9","2018-11-01","","LAC","W","122","113","44","93",".473","13","27",".481","21","28",".750","10","43","29","7","7","14","30","","38","86",".442","9","23",".391","28","33",".848","8","42","19","6","7","18","28","114.3","105.9","106.7",".301",".290",".579","50.6","65.9","6.6","11.1","",".543","11.7","22.7",".226","",".494","15.2","80.5",".326"
"10","10","2018-11-03","","DET","W","109","99","28","69",".406","9","29",".310","44","51",".863","3","45","21","11","3","17","31","","33","83",".398","5","30",".167","28","41",".683","7","44","16","8","3","17","32","102.9","93.5","105.9",".739",".420",".596","50.6","75.0","10.4","5.7","",".471","15.7","7.5",".638","",".428","14.4","85.7",".337"
