"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-16","","OKC","W","108","100","42","95",".442","7","26",".269","17","18",".944","17","58","28","7","7","21","29","","33","91",".363","10","37",".270","24","37",".649","16","45","21","12","6","14","21","105.6","97.7","102.3",".189",".274",".525","56.3","66.7","6.8","13.0","",".479","16.9","37.0",".179","",".418","11.5","71.9",".264"
"2","2","2018-10-19","@","UTA","W","124","123","49","87",".563","10","19",".526","16","18",".889","8","43","27","10","6","16","23","","40","89",".449","19","46",".413","24","29",".828","10","38","24","11","4","16","19","120.3","119.4","103.1",".207",".218",".653","53.1","55.1","9.7","14.0","",".621","14.4","22.2",".184","",".556","13.6","77.8",".270"
"3","3","2018-10-21","@","DEN","L","98","100","36","79",".456","7","29",".241","19","24",".792","6","40","22","4","6","18","29","","35","86",".407","6","32",".188","24","42",".571","13","47","21","11","4","8","22","100.3","102.4","97.7",".304",".367",".547","46.0","61.1","4.1","11.1","",".500","16.7","15.0",".241","",".442","7.1","72.3",".279"
"4","4","2018-10-22","","PHO","W","123","103","45","88",".511","14","37",".378","19","26",".731","7","40","35","12","4","14","24","","39","86",".453","9","34",".265","16","18",".889","12","45","24","8","1","21","21","119.9","100.4","102.6",".295",".420",".618","47.1","77.8","11.7","7.7","",".591","12.3","17.5",".216","",".506","18.3","73.3",".186"
"5","5","2018-10-24","","WAS","W","144","122","53","92",".576","15","33",".455","23","25",".920","10","48","37","6","5","15","22","","42","93",".452","12","42",".286","26","28",".929","7","34","22","7","1","12","24","134.9","114.3","106.7",".272",".359",".699","58.5","69.8","5.6","9.8","",".658","12.7","27.0",".250","",".516","10.2","84.4",".280"
"6","6","2018-10-26","@","NYK","W","128","100","51","87",".586","16","33",".485","10","12",".833","6","39","26","10","6","14","16","","39","90",".433","13","39",".333","9","12",".750","11","40","17","6","1","19","18","128.4","100.3","99.7",".138",".379",".694","49.4","51.0","10.0","11.8","",".678","13.2","17.1",".115","",".506","16.6","75.0",".100"
"7","7","2018-10-28","@","BRK","W","120","114","44","89",".494","11","33",".333","21","24",".875","12","47","28","11","7","12","16","","42","87",".483","20","42",".476","10","15",".667","5","37","28","5","3","15","20","120.3","114.3","99.7",".270",".371",".603","56.0","63.6","11.0","15.6","",".556","10.8","27.3",".236","",".598","13.8","87.5",".115"
"8","8","2018-10-29","@","CHI","W","149","124","53","96",".552","24","45",".533","19","26",".731","8","49","34","9","7","7","29","","46","94",".489","11","35",".314","21","34",".618","12","44","25","6","3","9","19","142.5","118.6","104.6",".271",".469",".693","52.7","64.2","8.6","11.9","",".677","6.1","20.0",".198","",".548","7.6","77.4",".223"
"9","9","2018-10-31","","NOP","W","131","121","47","89",".528","16","32",".500","21","30",".700","12","46","39","10","4","17","24","","44","92",".478","12","35",".343","21","27",".778","12","42","24","8","2","15","26","125.0","115.5","104.8",".337",".360",".641","52.3","83.0","9.5","7.0","",".618","14.3","28.6",".236","",".543","12.6","73.9",".228"
"10","10","2018-11-02","","MIN","W","116","99","43","88",".489","13","34",".382","17","22",".773","12","61","31","3","9","16","16","","38","101",".376","13","45",".289","10","14",".714","8","39","25","8","4","5","16","115.1","98.3","100.8",".250",".386",".594","61.0","72.1","3.0","16.1","",".563","14.1","27.9",".193","",".441","4.5","86.0",".099"
"11","11","2018-11-05","","MEM","W","117","101","41","81",".506","13","24",".542","22","23",".957","8","46","29","4","4","13","25","","38","83",".458","9","27",".333","16","21",".762","4","30","31","8","8","10","19","123.2","106.3","95.0",".284",".296",".642","60.5","70.7","4.2","7.1","",".586","12.5","23.5",".272","",".512","9.8","90.5",".193"
"12","12","2018-11-08","","MIL","L","111","134","42","87",".483","10","28",".357","17","22",".773","8","38","31","5","6","18","22","","52","101",".515","9","35",".257","21","27",".778","13","46","33","11","7","12","23","104.5","126.2","106.2",".253",".322",".574","45.2","73.8","4.7","9.1","",".540","15.7","19.5",".195","",".559","9.6","69.8",".208"
