"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","","MIN","W","112","108","40","93",".430","11","25",".440","21","29",".724","19","52","22","3","4","12","22","","39","91",".429","6","19",".316","24","27",".889","14","46","20","9","2","11","27","116.8","112.7","95.8",".312",".269",".530","53.1","55.0","3.1","5.6","",".489","10.2","37.3",".226","",".462","9.7","70.2",".264"
"2","2","2018-10-20","@","POR","L","108","121","42","100",".420","13","30",".433","11","14",".786","15","40","29","5","4","6","17","","45","84",".536","15","32",".469","16","19",".842","8","46","24","5","3","12","14","115.2","129.1","93.8",".140",".300",".509","46.5","69.0","5.3","7.7","",".485","5.3","28.3",".110","",".625","11.5","75.8",".190"
"3","3","2018-10-22","@","LAL","W","143","142","50","97",".515","15","28",".536","28","38",".737","10","47","32","9","3","9","26","","55","107",".514","14","39",".359","18","26",".692","13","52","33","5","6","15","29","125.0","124.1","103.6",".392",".289",".629","47.5","64.0","7.9","4.4","",".593","7.3","20.4",".289","",".579","11.2","74.0",".168"
"4","4","2018-10-24","","IND","L","96","116","35","87",".402","6","19",".316","20","21",".952","15","46","16","3","3","13","16","","46","87",".529","17","32",".531","7","8",".875","5","40","34","9","5","10","22","103.3","124.9","92.9",".241",".218",".499","53.5","45.7","3.2","5.5","",".437","11.9","30.0",".230","",".626","9.9","86.1",".080"
"5","5","2018-10-27","","LAL","W","110","106","44","91",".484","3","16",".188","19","24",".792","12","49","20","7","5","13","17","","41","86",".477","13","33",".394","11","18",".611","7","42","19","5","5","17","25","108.2","104.3","101.6",".264",".176",".542","53.8","45.5","6.9","9.4","",".500","11.3","25.5",".209","",".552","15.3","84.1",".128"
"6","6","2018-10-29","","DAL","W","113","108","42","91",".462","9","20",".450","20","21",".952","5","41","27","17","2","17","19","","43","91",".473","10","34",".294","12","17",".706","8","49","15","9","3","22","21","102.2","97.7","100.1",".231",".220",".564","45.6","64.3","15.4","3.5","",".511","14.5","10.9",".220","",".527","18.3","81.8",".132"
"7","7","2018-10-31","@","PHO","W","120","90","46","83",".554","4","18",".222","24","26",".923","6","47","24","7","6","14","15","","35","90",".389","6","24",".250","14","18",".778","7","35","21","10","3","15","26","117.6","88.2","102.0",".313",".217",".635","57.3","52.2","6.9","9.1","",".578","12.9","17.6",".289","",".422","13.3","85.4",".156"
"8","8","2018-11-03","","NOP","W","109","95","45","96",".469","8","23",".348","11","14",".786","8","43","29","8","4","9","21","","36","77",".468","6","21",".286","17","30",".567","6","48","22","3","8","16","21","108.8","94.8","100.2",".146",".240",".533","47.3","64.4","8.0","7.1","",".510","8.1","16.0",".115","",".506","15.1","85.4",".221"
"9","9","2018-11-04","","ORL","L","110","117","38","88",".432","12","35",".343","22","25",".880","10","43","25","3","5","11","21","","46","91",".505","12","32",".375","13","18",".722","11","43","29","7","4","8","22","115.5","122.9","95.2",".284",".398",".556","50.0","65.8","3.2","8.5","",".500","10.0","23.8",".250","",".571","7.5","75.0",".143"
"10","10","2018-11-07","@","MIA","L","88","95","31","94",".330","13","32",".406","13","14",".929","12","49","19","8","5","12","19","","36","93",".387","10","32",".313","13","18",".722","14","60","21","8","11","13","17","90.7","97.9","97.1",".149",".340",".439","45.0","61.3","8.2","8.2","",".399","10.7","20.7",".138","",".441","11.4","72.5",".140"
"11","11","2018-11-10","","HOU","W","96","89","33","74",".446","10","20",".500","20","27",".741","8","46","17","3","5","15","20","","30","90",".333","9","41",".220","20","29",".690","15","49","11","10","5","8","24","105.0","97.3","91.4",".365",".270",".559","48.4","51.5","3.3","10.2","",".514","14.9","19.0",".270","",".383","7.2","71.7",".222"
"12","12","2018-11-12","@","SAC","L","99","104","38","87",".437","10","31",".323","13","16",".813","9","43","25","5","4","15","12","","43","86",".500","11","24",".458","7","12",".583","7","45","27","12","3","12","20","102.4","107.6","96.7",".184",".356",".526","48.9","65.8","5.2","6.5","",".494","13.8","19.1",".149","",".564","11.6","82.9",".081"
"13","13","2018-11-14","@","PHO","L","96","116","35","83",".422","7","23",".304","19","24",".792","13","43","16","7","4","18","12","","47","84",".560","15","31",".484","7","8",".875","5","38","27","9","4","16","23","99.2","119.8","96.8",".289",".277",".513","53.1","45.7","7.2","7.5","",".464","16.1","28.3",".229","",".649","15.5","85.7",".083"
"14","14","2018-11-15","@","LAC","L","111","116","41","102",".402","9","29",".310","20","25",".800","15","45","19","7","6","5","24","","40","85",".471","8","23",".348","28","35",".800","9","50","23","2","3","12","25","111.3","116.3","99.7",".245",".284",".491","47.4","46.3","7.0","9.7","",".446","4.2","26.8",".196","",".518","10.7","76.9",".329"
"15","15","2018-11-18","","GSW","W","104","92","41","92",".446","10","24",".417","12","17",".706","11","48","24","3","5","10","18","","35","86",".407","5","26",".192","17","21",".810","10","46","20","6","4","11","17","109.6","96.9","94.9",".185",".261",".523","51.1","58.5","3.2","8.3","",".500","9.1","23.4",".130","",".436","10.4","78.7",".198"
"16","16","2018-11-19","@","NOP","L","126","140","45","94",".479","12","24",".500","24","30",".800","18","44","22","7","0","15","20","","59","102",".578","10","26",".385","12","14",".857","14","42","34","10","5","10","23","124.8","138.6","101.0",".319",".255",".588","51.2","48.9","6.9","0.0","",".543","12.3","39.1",".255","",".627","8.5","65.0",".118"
"17","17","2018-11-21","","MEM","L","103","104","35","82",".427","7","22",".318","26","30",".867","10","43","21","4","5","8","20","","39","81",".481","8","25",".320","18","21",".857","4","40","21","4","7","9","25","111.6","112.7","92.3",".366",".268",".541","51.8","60.0","4.3","8.9","",".470","7.8","21.7",".317","",".531","9.1","89.2",".222"
"18","18","2018-11-23","@","IND","W","111","100","42","83",".506","10","21",".476","17","24",".708","9","46","28","3","4","15","19","","46","99",".465","3","24",".125","5","9",".556","11","45","31","9","2","12","22","111.0","100.0","100.0",".289",".253",".593","50.5","66.7","3.0","5.3","",".566","13.8","20.9",".205","",".480","10.4","77.1",".051"
"19","19","2018-11-24","@","MIL","L","129","135","49","92",".533","10","21",".476","21","28",".750","9","39","27","8","3","10","21","","49","86",".570","15","40",".375","22","29",".759","6","41","30","7","3","13","22","124.2","129.9","103.9",".304",".228",".618","48.8","55.1","7.7","6.5","",".587","8.7","20.5",".228","",".657","11.6","83.3",".256"
"20","20","2018-11-26","@","CHI","W","108","107","45","93",".484","10","30",".333","8","9",".889","7","46","29","7","2","10","16","","42","90",".467","14","33",".424","9","11",".818","5","43","23","6","5","11","12","109.0","108.0","99.1",".097",".323",".557","51.7","64.4","7.1","3.5","",".538","9.3","15.6",".086","",".544","10.4","88.6",".100"
"21","21","2018-11-28","@","MIN","L","89","128","34","87",".391","8","27",".296","13","13","1.000","12","46","23","1","8","18","17","","50","99",".505","18","41",".439","10","15",".667","13","48","33","12","6","8","18","91.6","131.8","97.1",".149",".310",".480","48.9","67.6","1.0","13.8","",".437","16.3","25.5",".149","",".596","7.0","72.3",".101"
"22","22","2018-11-30","","HOU","L","105","136","39","86",".453","10","28",".357","17","20",".850","9","41","24","4","4","13","18","","49","98",".500","22","54",".407","16","20",".800","13","49","32","9","6","5","22","108.9","141.1","96.4",".233",".326",".554","45.6","61.5","4.1","9.1","",".512","12.1","20.0",".198","",".612","4.5","71.1",".163"
"23","23","2018-12-02","","POR","W","131","118","50","83",".602","11","15",".733","20","22",".909","5","34","29","5","4","12","15","","45","86",".523","12","29",".414","16","16","1.000","9","35","25","6","5","17","21","132.9","119.7","98.6",".265",".181",".707","49.3","58.0","5.1","7.0","",".669","11.5","16.1",".241","",".593","15.4","76.3",".186"
"24","24","2018-12-04","@","UTA","L","105","139","44","90",".489","7","22",".318","10","11",".909","7","32","25","7","5","16","19","","51","84",".607","20","33",".606","17","20",".850","5","42","38","12","5","17","20","102.1","135.2","102.8",".122",".244",".554","43.2","56.8","6.8","9.8","",".528","14.4","15.9",".111","",".726","15.5","83.3",".202"
"25","25","2018-12-05","@","LAL","L","113","121","43","96",".448","7","27",".259","20","20","1.000","11","49","18","8","2","10","24","","42","88",".477","14","39",".359","23","33",".697","6","42","21","6","3","12","18","109.1","116.8","103.6",".208",".281",".539","53.8","41.9","7.7","4.1","",".484","8.7","23.4",".208","",".557","10.5","86.4",".261"
"26","26","2018-12-07","","LAL","W","133","120","46","91",".505","13","31",".419","28","33",".848","9","48","27","4","7","10","18","","46","100",".460","11","36",".306","17","21",".810","10","43","24","8","1","8","24","127.6","115.1","104.2",".363",".341",".630","52.7","58.7","3.8","10.9","",".577","8.7","21.4",".308","",".515","6.8","79.6",".170"
