"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","","MIL","L","112","113","41","92",".446","16","38",".421","14","22",".636","9","41","21","8","9","11","19","","42","85",".494","14","34",".412","15","20",".750","11","57","26","5","4","21","25","109.2","110.2","102.6",".239",".413",".551","41.8","51.2","7.8","17.6","",".533","9.8","16.4",".152","",".576","18.3","74.4",".176"
"2","2","2018-10-19","@","ORL","W","120","88","43","92",".467","17","38",".447","17","20",".850","12","55","32","6","4","15","17","","36","94",".383","6","31",".194","10","14",".714","12","44","18","8","7","15","16","119.0","87.2","100.9",".217",".413",".595","55.6","74.4","5.9","6.3","",".560","13.0","27.3",".185","",".415","13.0","78.2",".106"
"3","3","2018-10-20","@","MIA","W","113","112","41","93",".441","16","42",".381","15","23",".652","12","40","23","6","12","11","27","","41","89",".461","11","34",".324","19","27",".704","12","49","21","4","11","15","27","113.6","112.6","99.5",".247",".452",".548","44.9","56.1","6.0","21.8","",".527","9.6","24.5",".161","",".522","12.9","70.0",".213"
"4","4","2018-10-22","@","TOR","L","106","127","41","97",".423","9","28",".321","15","18",".833","14","41","21","5","5","12","14","","50","87",".575","15","39",".385","12","14",".857","5","46","36","10","8","13","21","105.8","126.8","100.2",".186",".289",".505","47.1","51.2","5.0","10.4","",".469","10.3","25.5",".155","",".661","12.2","84.4",".138"
"5","5","2018-10-24","@","CHI","L","110","112","37","85",".435","10","35",".286","26","29",".897","8","36","23","5","5","6","20","","37","77",".481","10","29",".345","28","35",".800","9","45","21","4","5","14","24","117.1","119.2","93.9",".341",".412",".563","44.4","62.2","5.3","10.4","",".494","5.8","18.2",".306","",".545","13.2","75.7",".364"
"6","6","2018-10-26","","CHI","W","135","106","53","93",".570","14","32",".438","15","16",".938","11","50","30","10","10","10","18","","37","85",".435","16","36",".444","16","22",".727","8","34","21","5","7","13","16","138.7","108.9","97.4",".172",".344",".675","59.5","56.6","10.3","20.4","",".645","9.1","29.7",".161","",".529","12.1","83.0",".188"
"7","7","2018-10-27","@","PHI","L","103","105","37","95",".389","9","35",".257","20","24",".833","9","48","19","3","8","9","25","","35","91",".385","10","28",".357","25","30",".833","14","56","18","4","8","11","23","102.6","104.6","100.4",".253",".368",".488","46.2","51.4","3.0","12.7","",".437","7.9","17.6",".211","",".440","9.5","73.6",".275"
"8","8","2018-10-30","","MIA","W","125","113","44","81",".543","13","28",".464","24","29",".828","8","39","27","7","5","14","26","","41","87",".471","11","28",".393","20","24",".833","10","34","25","9","5","15","26","127.4","115.1","98.1",".358",".346",".667","53.4","61.4","7.1","8.5","",".623","13.0","25.0",".296","",".534","13.3","75.6",".230"
"9","9","2018-11-01","","OKC","L","107","111","38","93",".409","11","41",".268","20","22",".909","11","51","26","7","3","17","26","","41","96",".427","8","37",".216","21","29",".724","14","49","20","12","9","10","21","103.3","107.2","103.5",".237",".441",".521","51.0","68.4","6.8","5.1","",".468","14.2","23.9",".215","",".469","8.4","74.1",".219"
"10","10","2018-11-03","","CLE","W","126","94","52","91",".571","10","30",".333","12","13",".923","12","50","29","3","7","15","17","","35","81",".432","10","26",".385","14","15",".933","3","26","22","10","2","13","20","130.4","97.3","96.6",".143",".330",".651","65.8","55.8","3.1","12.7","",".626","13.4","34.3",".132","",".494","12.9","92.7",".173"
"11","11","2018-11-06","","ATL","W","113","102","45","92",".489","13","31",".419","10","18",".556","8","43","27","9","4","21","16","","41","85",".482","6","30",".200","14","18",".778","7","37","22","13","9","22","18","104.6","94.5","108.0",".196",".337",".565","53.8","60.0","8.3","7.3","",".560","17.4","21.1",".109","",".518","19.1","83.3",".165"
"12","12","2018-11-09","@","PHI","L","132","133","43","110",".391","16","40",".400","30","40",".750","14","49","25","10","5","4","33","","45","94",".479","12","37",".324","31","41",".756","13","59","33","3","15","16","33","117.1","118.0","102.1",".364",".364",".517","45.4","58.1","8.9","8.8","",".464","3.0","23.3",".273","",".543","12.5","72.9",".330"
"13","13","2018-11-11","@","DET","W","113","103","43","85",".506","11","28",".393","16","18",".889","6","46","24","6","8","12","26","","38","104",".365","12","44",".273","15","19",".789","22","51","21","5","4","10","18","117.1","106.7","96.5",".212",".329",".608","47.4","55.8","6.2","13.3","",".571","11.4","17.1",".188","",".423","8.2","64.5",".144"
"14","14","2018-11-13","@","CLE","L","89","113","33","95",".347","8","41",".195","15","19",".789","12","37","22","12","4","9","11","","45","85",".529","13","24",".542","10","12",".833","14","60","23","5","3","19","20","93.0","118.1","95.7",".200",".432",".431","38.1","66.7","12.5","6.6","",".389","8.0","20.7",".158","",".606","17.4","64.1",".118"
"15","15","2018-11-17","","PHI","L","119","122","42","99",".424","10","31",".323","25","27",".926","9","49","23","10","3","17","29","","39","93",".419","11","35",".314","33","38",".868","9","53","23","9","6","19","24","102.1","104.7","105.5",".273",".313",".537","48.0","54.8","8.6","5.2","",".475","13.3","17.0",".253","",".478","14.8","81.6",".355"
"16","16","2018-11-19","","BOS","W","117","112","43","89",".483","15","41",".366","16","22",".727","8","44","18","5","3","13","16","","45","89",".506","9","32",".281","13","18",".722","8","41","31","9","6","12","22","116.5","111.5","100.4",".247",".461",".593","51.8","41.9","5.0","5.3","",".567","11.6","19.5",".180","",".556","11.0","81.8",".146"
