"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","@","CHO","W","113","112","42","85",".494","14","34",".412","15","20",".750","11","57","26","5","4","21","25","","41","92",".446","16","38",".421","14","22",".636","9","41","21","8","9","11","19","110.2","109.2","102.6",".235",".400",".602","58.2","61.9","4.9","7.4","",".576","18.3","25.6",".176","",".533","9.8","83.6",".152"
"2","2","2018-10-19","","IND","W","118","101","44","93",".473","17","46",".370","13","21",".619","11","50","27","9","8","17","26","","38","87",".437","6","18",".333","19","27",".704","9","41","14","7","3","17","25","112.4","96.2","105.0",".226",".495",".577","54.9","61.4","8.6","11.6","",".565","14.3","25.6",".140","",".471","14.7","81.3",".218"
"3","3","2018-10-22","","NYK","W","124","113","45","96",".469","17","40",".425","17","24",".708","19","55","27","5","9","14","18","","45","99",".455","10","29",".345","13","15",".867","11","43","22","6","2","11","21","122.9","112.0","100.9",".250",".417",".582","56.1","60.0","5.0","12.9","",".557","11.6","37.3",".177","",".505","9.4","76.6",".131"
"4","4","2018-10-24","","PHI","W","123","108","41","100",".410","13","43",".302","28","30",".933","9","51","24","7","10","11","27","","38","92",".413","11","34",".324","21","30",".700","8","50","29","4","5","16","27","110.5","97.0","111.3",".300",".430",".543","50.5","58.5","6.3","17.2","",".475","8.9","17.6",".280","",".473","13.2","84.0",".228"
"5","5","2018-10-26","@","MIN","W","125","95","49","92",".533","19","46",".413","8","11",".727","7","62","32","4","8","17","23","","36","112",".321","10","43",".233","13","18",".722","17","49","19","10","6","7","15","117.8","89.6","106.1",".120",".500",".645","55.9","65.3","3.8","11.6","",".636","14.9","17.9",".087","",".366","5.5","76.4",".116"
"6","6","2018-10-27","","ORL","W","113","91","41","82",".500","10","30",".333","21","23",".913","6","57","24","6","7","21","19","","33","101",".327","10","43",".233","15","17",".882","11","41","21","9","6","11","22","107.2","86.3","105.4",".280",".366",".613","58.2","58.5","5.7","12.1","",".561","18.6","16.7",".256","",".376","9.2","82.3",".149"
"7","7","2018-10-29","","TOR","W","124","109","45","92",".489","19","45",".422","15","19",".789","8","57","28","5","4","17","21","","39","103",".379","9","45",".200","22","28",".786","15","51","25","9","7","10","19","115.0","101.1","107.8",".207",".489",".618","52.8","62.2","4.6","6.9","",".592","14.5","18.2",".163","",".422","8.0","76.6",".214"
"8","8","2018-11-01","@","BOS","L","113","117","41","85",".482","9","29",".310","22","30",".733","8","45","20","8","3","14","20","","41","92",".446","24","55",".436","11","13",".846","8","42","30","5","8","12","23","112.1","116.1","100.8",".353",".341",".575","51.7","48.8","7.9","8.1","",".535","12.5","19.0",".259","",".576","10.9","82.2",".120"
"9","9","2018-11-04","","SAC","W","144","109","46","95",".484","22","56",".393","30","33",".909","10","56","30","6","7","12","20","","42","95",".442","14","36",".389","11","22",".500","8","44","24","6","4","15","26","131.4","99.5","109.6",".347",".589",".657","56.0","65.2","5.5","11.9","",".600","9.9","21.7",".316","",".516","12.5","85.2",".116"
"10","10","2018-11-06","@","POR","L","103","118","40","92",".435","16","42",".381","7","8",".875","12","42","26","2","1","11","16","","48","91",".527","17","43",".395","5","8",".625","11","51","23","7","3","12","17","110.0","126.1","93.6",".087",".457",".539","45.2","65.0","2.1","2.1","",".522","10.3","23.1",".076","",".621","11.3","73.2",".055"
"11","11","2018-11-08","@","GSW","W","134","111","52","101",".515","9","35",".257","21","27",".778","13","46","33","11","7","12","23","","42","87",".483","10","28",".357","17","22",".773","8","38","31","5","6","18","22","126.2","104.5","106.2",".267",".347",".594","54.8","63.5","10.4","11.9","",".559","9.6","30.2",".208","",".540","15.7","80.5",".195"
