"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-18","@","POR","L","119","128","45","93",".484","7","30",".233","22","29",".759","8","46","23","10","6","15","26","","44","100",".440","13","37",".351","27","29",".931","14","54","21","9","10","16","26","107.0","115.1","111.3",".312",".323",".563","46.0","51.1","9.0","9.5","",".522","12.4","16.7",".237","",".505","12.4","73.1",".270"
"2","2","2018-10-20","","HOU","L","115","124","48","100",".480","8","32",".250","11","18",".611","9","44","28","8","10","10","21","","44","96",".458","16","42",".381","20","30",".667","13","54","22","7","4","16","21","106.4","114.8","108.1",".180",".320",".533","44.9","58.3","7.4","18.5","",".520","8.5","18.0",".110","",".542","12.8","72.9",".208"
"3","3","2018-10-22","","SAS","L","142","143","55","107",".514","14","39",".359","18","26",".692","13","52","33","5","6","15","29","","50","97",".515","15","28",".536","28","38",".737","10","47","32","9","3","9","26","124.1","125.0","103.6",".243",".364",".599","52.5","60.0","4.4","8.7","",".579","11.2","26.0",".168","",".593","7.3","79.6",".289"
"4","4","2018-10-24","@","PHO","W","131","113","52","100",".520","10","28",".357","17","23",".739","11","43","34","13","5","8","19","","44","84",".524","10","31",".323","15","21",".714","9","44","27","4","4","19","23","126.6","109.2","103.5",".230",".280",".595","49.4","65.4","12.6","9.4","",".570","6.8","23.9",".170","",".583","16.9","78.0",".179"
"5","5","2018-10-25","","DEN","W","121","114","46","92",".500","10","29",".345","19","23",".826","9","42","27","13","3","13","19","","46","92",".500","6","23",".261","16","20",".800","10","44","22","8","5","19","22","114.4","107.8","105.7",".250",".315",".592","48.8","58.7","12.3","4.3","",".554","11.3","20.9",".207","",".533","15.9","76.7",".174"
"6","6","2018-10-27","@","SAS","L","106","110","41","86",".477","13","33",".394","11","18",".611","7","42","19","5","5","17","25","","44","91",".484","3","16",".188","19","24",".792","12","49","20","7","5","13","17","104.3","108.2","101.6",".209",".384",".564","46.2","46.3","4.9","6.7","",".552","15.3","15.9",".128","",".500","11.3","74.5",".209"
"7","7","2018-10-29","@","MIN","L","120","124","49","104",".471","12","33",".364","10","15",".667","17","48","24","8","8","18","24","","42","98",".429","14","29",".483","26","30",".867","20","51","26","11","12","14","14","115.6","119.4","103.8",".144",".317",".542","48.5","49.0","7.7","11.6","",".529","14.0","35.4",".096","",".500","11.2","60.8",".265"
"8","8","2018-10-31","","DAL","W","114","113","43","84",".512","10","17",".588","18","24",".750","8","39","23","12","6","20","27","","43","86",".500","13","29",".448","14","19",".737","10","40","24","5","5","23","24","108.7","107.8","104.9",".286",".202",".603","49.4","53.5","11.4","10.5","",".571","17.5","21.1",".214","",".576","19.6","75.6",".163"
"9","9","2018-11-03","@","POR","W","114","110","45","86",".523","8","21",".381","16","25",".640","9","50","20","9","11","20","22","","44","104",".423","6","35",".171","16","22",".727","16","50","20","10","5","14","21","105.8","102.0","107.8",".291",".244",".588","50.0","44.4","8.3","15.9","",".570","17.1","20.9",".186","",".452","11.0","71.9",".154"
"10","10","2018-11-04","","TOR","L","107","121","39","85",".459","6","24",".250","23","29",".793","6","38","25","6","4","16","18","","49","98",".500","10","35",".286","13","14",".929","13","49","32","9","4","12","24","103.9","117.5","103.0",".341",".282",".547","43.7","64.1","5.8","6.3","",".494","14.1","14.3",".271","",".551","10.3","71.1",".133"
"11","11","2018-11-07","","MIN","W","114","110","44","91",".484","15","34",".441","11","14",".786","12","47","32","6","4","16","14","","41","91",".451","20","40",".500","8","9",".889","11","40","22","10","5","15","17","117.1","113.0","97.3",".154",".374",".587","54.0","72.7","6.2","7.8","",".566","14.1","29.3",".121","",".560","13.6","76.1",".088"
"12","12","2018-11-10","@","SAC","W","101","86","41","99",".414","12","38",".316","7","17",".412","17","59","23","11","3","14","20","","32","92",".348","6","25",".240","16","20",".800","13","50","11","7","5","19","20","99.0","84.3","102.0",".172",".384",".474","54.1","56.1","10.8","4.5","",".475","11.6","31.5",".071","",".380","15.9","76.4",".174"
"13","13","2018-11-11","","ATL","W","107","106","39","92",".424","14","38",".368","15","24",".625","17","48","28","12","9","22","23","","41","95",".432","13","37",".351","11","13",".846","10","44","25","11","4","17","23","103.0","102.0","103.9",".261",".413",".522","52.2","71.8","11.5","15.5","",".500","17.7","33.3",".163","",".500","14.4","75.6",".116"
"14","14","2018-11-14","","POR","W","126","117","44","93",".473","15","32",".469","23","26",".885","11","48","25","11","6","13","18","","41","93",".441","14","33",".424","21","23",".913","11","47","24","8","10","14","21","121.4","112.7","103.8",".280",".344",".603","50.5","56.8","10.6","10.0","",".554","11.1","23.4",".247","",".516","12.0","77.1",".226"
"15","15","2018-11-17","@","ORL","L","117","130","43","90",".478","10","30",".333","21","25",".840","8","41","22","5","6","14","20","","50","93",".538","11","32",".344","19","23",".826","11","41","28","5","8","13","23","113.0","125.5","103.6",".278",".333",".579","50.0","51.2","4.8","9.8","",".533","12.2","21.1",".233","",".597","11.2","75.0",".204"
"16","16","2018-11-18","@","MIA","W","113","97","42","95",".442","11","27",".407","18","21",".857","14","50","16","7","5","9","19","","35","87",".402","13","32",".406","14","19",".737","12","48","20","3","5","12","21","119.4","102.5","94.6",".221",".284",".542","51.0","38.1","7.4","9.1","",".500","7.9","28.0",".189","",".477","11.2","75.0",".161"
"17","17","2018-11-21","@","CLE","W","109","105","40","78",".513","9","25",".360","20","28",".714","7","51","23","2","9","15","20","","39","102",".382","13","34",".382","14","15",".933","15","46","18","3","2","3","22","114.4","110.2","95.3",".359",".321",".603","52.6","57.5","2.1","13.2","",".571","14.2","18.4",".256","",".446","2.7","74.6",".137"
"18","18","2018-11-23","","UTA","W","90","83","36","79",".456","7","23",".304","11","18",".611","5","47","10","11","5","23","20","","33","85",".388","4","23",".174","13","17",".765","7","41","22","12","3","19","21","87.3","80.5","103.1",".228",".291",".518","53.4","27.8","10.7","8.1","",".500","20.9","12.8",".139","",".412","17.0","85.7",".153"
"19","19","2018-11-25","","ORL","L","104","108","37","79",".468","10","26",".385","20","31",".645","5","42","22","9","10","18","17","","42","93",".452","11","31",".355","13","14",".929","9","45","31","8","5","13","22","101.5","105.4","102.4",".392",".329",".561","48.3","59.5","8.8","16.1","",".532","16.3","12.2",".253","",".511","11.6","80.4",".140"
"20","20","2018-11-27","@","DEN","L","85","117","34","87",".391","5","35",".143","12","18",".667","8","39","19","5","8","12","19","","47","97",".485","9","25",".360","14","15",".933","16","60","28","7","4","11","17","88.0","121.1","96.6",".207",".402",".448","39.4","55.9","5.2","11.1","",".420","11.2","15.4",".138","",".531","9.6","66.0",".144"
"21","21","2018-11-29","","IND","W","104","96","42","86",".488","7","24",".292","13","23",".565","11","50","25","8","11","18","23","","32","86",".372","10","23",".435","22","27",".815","10","44","23","14","4","17","22","102.1","94.3","101.8",".267",".279",".541","53.2","59.5","7.9","17.5","",".529","15.8","24.4",".151","",".430","14.8","79.6",".256"
