"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","@","SAC","W","123","117","41","79",".519","13","27",".481","28","38",".737","5","44","21","8","4","17","19","","49","95",".516","7","19",".368","12","18",".667","5","37","17","8","3","9","27","116.4","110.7","105.7",".481",".342",".642","54.3","51.2","7.6","5.3","",".601","15.1","13.5",".354","",".553","8.0","88.6",".126"
"2","2","2018-10-19","","GSW","L","123","124","40","89",".449","19","46",".413","24","29",".828","10","38","24","11","4","16","19","","49","87",".563","10","19",".526","16","18",".889","8","43","27","10","6","16","23","119.4","120.3","103.1",".326",".517",".604","46.9","60.0","10.7","5.9","",".556","13.6","22.2",".270","",".621","14.4","77.8",".184"
"3","3","2018-10-22","","MEM","L","84","92","29","82",".354","8","32",".250","18","23",".783","10","50","18","6","6","15","22","","31","84",".369","9","28",".321","21","26",".808","7","43","18","10","2","10","22","88.5","96.9","94.9",".280",".390",".456","53.8","62.1","6.3","10.7","",".402","14.0","21.7",".220","",".423","9.5","85.1",".250"
"4","4","2018-10-24","@","HOU","W","100","89","34","78",".436","10","29",".345","22","28",".786","9","47","21","7","5","18","21","","35","87",".402","11","40",".275","8","14",".571","10","35","16","12","5","15","23","104.9","93.3","95.4",".359",".372",".554","57.3","61.8","7.3","10.6","",".500","16.6","26.5",".282","",".466","13.9","79.2",".092"
"5","5","2018-10-27","@","NOP","W","132","111","46","88",".523","10","32",".313","30","37",".811","6","43","32","7","7","13","26","","40","95",".421","9","34",".265","22","29",".759","11","40","22","4","5","16","32","121.5","102.2","108.6",".420",".364",".633","51.8","69.6","6.4","11.5","",".580","11.1","17.1",".341","",".468","12.9","77.1",".232"
"6","6","2018-10-28","@","DAL","W","113","104","42","80",".525","10","25",".400","19","22",".864","8","43","25","8","6","18","27","","38","91",".418","9","28",".321","19","25",".760","12","43","24","6","3","13","19","114.2","105.1","99.0",".275",".313",".630","50.0","59.5","8.1","9.5","",".588","16.7","20.5",".238","",".467","11.3","74.5",".209"
"7","7","2018-10-31","@","MIN","L","125","128","47","97",".485","13","30",".433","18","30",".600","20","48","25","9","5","14","22","","50","86",".581","12","25",".480","16","24",".667","7","41","19","10","8","15","28","121.3","124.2","103.0",".309",".309",".567","53.9","53.2","8.7","8.2","",".552","11.3","37.0",".186","",".651","13.4","80.0",".186"
"8","8","2018-11-02","","MEM","L","100","110","36","77",".468","14","36",".389","14","25",".560","10","39","21","3","5","14","25","","38","75",".507","13","26",".500","21","34",".618","9","39","23","9","3","11","29","111.0","122.0","90.1",".325",".468",".568","50.0","58.3","3.3","10.2","",".558","13.7","25.0",".182","",".593","10.9","76.3",".280"
"9","9","2018-11-03","@","DEN","L","88","103","33","81",".407","6","31",".194","16","24",".667","10","40","22","12","7","12","21","","41","83",".494","9","28",".321","12","19",".632","8","48","32","8","0","17","26","92.4","108.2","95.2",".296",".383",".481","45.5","66.7","12.6","12.7","",".444","11.6","20.0",".198","",".548","15.7","78.9",".145"
"10","10","2018-11-05","","TOR","L","111","124","38","86",".442","8","31",".258","27","41",".659","12","40","29","10","4","12","19","","49","86",".570","13","33",".394","13","14",".929","7","43","21","9","3","14","28","111.4","124.5","99.6",".477",".360",".533","48.2","76.3","10.0","7.5","",".488","10.3","25.0",".314","",".645","13.2","80.0",".151"
"11","11","2018-11-07","","DAL","W","117","102","43","89",".483","13","37",".351","18","26",".692","8","35","31","12","10","11","32","","29","73",".397","8","24",".333","36","40",".900","12","49","14","3","4","24","27","116.9","101.9","100.1",".292",".416",".582","41.7","72.1","12.0","20.4","",".556","9.9","17.8",".202","",".452","20.9","69.2",".493"
"12","12","2018-11-09","","BOS","W","123","115","43","77",".558","13","34",".382","24","30",".800","8","45","29","4","4","16","21","","39","88",".443","17","43",".395","20","22",".909","5","28","31","11","3","8","20","126.7","118.5","97.1",".390",".442",".682","61.6","67.4","4.1","8.9","",".643","15.1","25.8",".312","",".540","7.6","88.1",".227"
"13","13","2018-11-12","@","MEM","W","96","88","32","82",".390","9","32",".281","23","30",".767","13","49","19","7","6","15","25","","33","79",".418","4","24",".167","18","23",".783","8","42","19","7","9","16","28","101.3","92.9","94.7",".366",".390",".504","53.8","59.4","7.4","10.9","",".445","13.6","27.7",".280","",".443","15.2","81.8",".228"
"14","14","2018-11-14","@","DAL","L","68","118","25","81",".309","6","35",".171","12","19",".632","8","33","16","11","3","21","21","","45","77",".584","12","28",".429","16","24",".667","7","51","24","12","6","19","19","68.5","118.9","99.2",".235",".432",".380","39.3","64.0","11.1","6.1","",".346","19.0","15.4",".148","",".662","17.8","78.1",".208"
"15","15","2018-11-16","@","PHI","L","107","113","41","88",".466","4","22",".182","21","37",".568","10","39","15","10","4","13","25","","41","81",".506","11","23",".478","20","32",".625","10","41","25","7","5","17","27","105.2","111.1","101.7",".420",".250",".513","48.8","36.6","9.8","6.9","",".489","11.1","24.4",".239","",".574","15.2","74.4",".247"
"16","16","2018-11-17","@","BOS","W","98","86","35","78",".449","11","38",".289","17","27",".630","7","46","23","11","4","14","23","","35","91",".385","5","33",".152","11","20",".550","17","51","16","11","4","14","22","103.3","90.6","94.9",".346",".487",".545","47.4","65.7","11.6","6.9","",".519","13.5","17.1",".218","",".412","12.3","69.6",".121"
"17","17","2018-11-19","@","IND","L","94","121","36","74",".486","11","25",".440","11","16",".688","3","36","26","6","10","18","18","","49","93",".527","12","25",".480","11","17",".647","11","44","35","13","3","9","17","97.9","126.0","96.0",".216",".338",".580","45.0","72.2","6.2","14.7","",".561","18.2","8.3",".149","",".591","8.2","75.0",".118"
"18","18","2018-11-21","","SAC","L","110","119","38","88",".432","12","39",".308","22","31",".710","12","46","21","7","7","10","21","","47","89",".528","11","25",".440","14","19",".737","8","48","27","5","4","11","30","111.6","120.8","98.5",".352",".443",".541","48.9","55.3","7.1","10.9","",".500","9.0","23.1",".250","",".590","10.2","81.0",".157"
"19","19","2018-11-23","@","LAL","L","83","90","33","85",".388","4","23",".174","13","17",".765","7","41","22","12","3","19","21","","36","79",".456","7","23",".304","11","18",".611","5","47","10","11","5","23","20","80.5","87.3","103.1",".200",".271",".449","46.6","66.7","11.6","5.4","",".412","17.0","14.3",".153","",".500","20.9","87.2",".139"
"20","20","2018-11-25","@","SAC","W","133","112","49","92",".533","10","30",".333","25","33",".758","13","49","30","11","5","18","26","","40","85",".471","9","23",".391","23","31",".742","7","36","20","10","7","17","25","123.4","103.9","107.8",".359",".326",".624","57.6","61.2","10.2","8.1","",".587","14.5","31.0",".272","",".524","14.7","83.7",".271"
"21","21","2018-11-26","","IND","L","88","121","34","81",".420","8","31",".258","12","17",".706","10","38","25","10","4","17","17","","49","84",".583","9","18",".500","14","17",".824","4","39","33","13","4","16","17","89.9","123.6","97.9",".210",".383",".497","49.4","73.5","10.2","6.1","",".469","16.1","22.2",".148","",".637","14.9","87.5",".167"
"22","22","2018-11-28","@","BRK","W","101","91","39","82",".476","9","28",".321","14","21",".667","8","48","17","10","6","19","25","","30","86",".349","11","30",".367","20","28",".714","14","48","11","12","5","20","20","99.9","90.0","101.2",".256",".341",".553","50.0","43.6","9.9","10.7","",".530","17.2","19.0",".171","",".413","16.9","74.1",".233"
"23","23","2018-11-30","@","CHO","W","119","111","44","81",".543","18","40",".450","13","18",".722","6","41","32","5","5","14","13","","47","95",".495","9","28",".321","8","13",".615","7","38","19","8","3","8","17","121.8","113.6","97.7",".222",".494",".669","51.9","72.7","5.1","7.5","",".654","13.6","16.2",".160","",".542","7.4","83.3",".084"
"24","24","2018-12-02","@","MIA","L","100","102","39","89",".438","11","33",".333","11","15",".733","10","50","21","8","6","13","18","","36","91",".396","13","31",".419","17","24",".708","14","50","20","8","8","13","16","102.7","104.8","97.4",".169",".371",".523","50.0","53.8","8.2","10.0","",".500","12.0","21.7",".124","",".467","11.3","74.1",".187"
"25","25","2018-12-04","","SAS","W","139","105","51","84",".607","20","33",".606","17","20",".850","5","42","38","12","5","17","20","","44","90",".489","7","22",".318","10","11",".909","7","32","25","7","5","16","19","135.2","102.1","102.8",".238",".393",".749","56.8","74.5","11.7","7.4","",".726","15.5","16.7",".202","",".528","14.4","84.1",".111"
"26","26","2018-12-06","","HOU","W","118","91","45","89",".506","8","32",".250","20","27",".741","12","47","26","16","4","12","24","","34","88",".386","8","36",".222","15","17",".882","14","43","13","5","5","23","26","118.4","91.3","99.7",".303",".360",".585","52.2","57.8","16.1","7.7","",".551","10.6","29.3",".225","",".432","19.4","71.4",".170"
"27","27","2018-12-09","@","SAS","L","97","110","37","85",".435","9","29",".310","14","19",".737","9","38","23","8","4","14","15","","47","89",".528","5","14",".357","11","12",".917","10","46","26","7","7","11","15","102.3","116.0","94.8",".224",".341",".519","45.2","62.2","8.4","5.3","",".488","13.0","20.0",".165","",".556","10.4","74.4",".124"
"28","28","2018-12-10","@","OKC","L","113","122","43","84",".512","8","29",".276","19","30",".633","11","45","30","11","4","20","28","","43","85",".506","8","21",".381","28","39",".718","12","43","25","12","2","17","26","107.4","116.0","105.2",".357",".345",".581","51.1","69.8","10.5","6.3","",".560","17.1","26.2",".226","",".553","14.3","73.9",".329"
"29","29","2018-12-12","","MIA","W","111","84","40","76",".526","16","32",".500","15","21",".714","7","52","29","6","4","17","19","","29","77",".377","12","33",".364","14","24",".583","2","30","16","10","2","13","22","116.2","87.9","95.6",".276",".421",".651","63.4","72.5","6.3","9.1","",".632","16.6","20.0",".197","",".455","12.9","95.7",".182"
"30","30","2018-12-15","@","ORL","L","89","96","28","89",".315","7","29",".241","26","28",".929","11","42","17","13","4","10","19","","34","72",".472","11","24",".458","17","20",".850","4","48","18","7","10","22","27","91.5","98.7","97.2",".315",".326",".439","46.7","60.7","13.4","8.3","",".354","9.0","20.0",".292","",".549","21.4","88.6",".236"
"31","31","2018-12-17","@","HOU","L","97","102","32","82",".390","10","35",".286","23","31",".742","11","52","23","9","4","23","25","","32","86",".372","12","37",".324","26","31",".839","9","39","16","13","7","17","24","93.2","98.1","104.0",".378",".427",".507","57.1","71.9","8.7","8.2","",".451","19.4","26.8",".280","",".442","14.6","82.0",".302"
"32","32","2018-12-19","","GSW","W","108","103","37","93",".398","16","42",".381","18","22",".818","10","52","30","7","6","16","16","","38","95",".400","10","31",".323","17","18",".944","10","48","18","10","9","12","21","104.0","99.1","103.9",".237",".452",".526","52.0","81.1","6.7","9.4","",".484","13.5","20.8",".194","",".453","10.4","80.8",".179"
"33","33","2018-12-21","@","POR","W","120","90","47","85",".553","16","31",".516","10","17",".588","6","42","35","7","6","15","21","","35","87",".402","10","32",".313","10","18",".556","13","42","17","8","6","14","16","124.2","93.1","96.6",".200",".365",".649","50.0","74.5","7.2","10.9","",".647","14.0","17.1",".118","",".460","12.9","73.5",".115"
"34","34","2018-12-22","","OKC","L","106","107","42","93",".452","11","34",".324","11","18",".611","10","44","35","12","4","13","19","","42","89",".472","9","25",".360","14","22",".636","8","51","19","11","5","17","21","101.9","102.8","104.1",".194",".366",".525","46.3","83.3","11.5","6.3","",".511","11.4","18.9",".118","",".522","14.7","81.0",".157"
"35","35","2018-12-25","","POR","W","117","96","46","83",".554","13","29",".448","12","23",".522","9","49","20","7","10","17","19","","35","89",".393","9","23",".391","17","26",".654","11","42","20","7","3","12","20","117.5","96.4","99.6",".277",".349",".628","53.8","43.5","7.0","15.2","",".633","15.4","22.5",".145","",".444","10.7","78.4",".191"
"36","36","2018-12-27","","PHI","L","97","114","33","86",".384","11","35",".314","20","27",".741","12","44","19","11","1","16","19","","43","86",".500","13","35",".371","15","18",".833","9","47","31","7","7","13","21","99.3","116.7","97.6",".314",".407",".496","48.4","57.6","11.3","2.0","",".448","14.0","24.0",".233","",".576","12.2","78.0",".174"
"37","37","2018-12-29","","NYK","W","129","97","51","93",".548","16","36",".444","11","14",".786","15","60","30","8","6","17","27","","32","86",".372","15","32",".469","18","22",".818","8","35","17","10","1","15","19","128.6","96.7","100.3",".151",".387",".650","63.2","58.8","8.0","11.1","",".634","14.6","35.7",".118","",".459","13.6","84.9",".209"
"38","38","2019-01-01","@","TOR","L","116","122","42","97",".433","9","32",".281","23","29",".793","12","43","23","6","4","4","27","","45","82",".549","7","20",".350","25","35",".714","5","45","18","4","6","9","21","116.9","122.9","99.3",".299",".330",".528","48.9","54.8","6.0","6.5","",".479","3.5","23.1",".237","",".591","8.5","86.1",".305"
"39","39","2019-01-04","@","CLE","W","117","91","42","82",".512","14","35",".400","19","22",".864","8","47","28","6","9","11","19","","32","82",".390","11","21",".524","16","17",".941","7","39","14","6","1","13","21","125.2","97.4","93.4",".268",".427",".638","54.7","66.7","6.4","14.8","",".598","10.7","20.0",".232","",".457","12.7","84.8",".195"
"40","40","2019-01-05","@","DET","W","110","105","39","82",".476","7","21",".333","25","32",".781","7","42","24","12","6","12","23","","39","82",".476","11","25",".440","16","20",".800","5","44","18","7","2","18","23","108.9","103.9","101.0",".390",".256",".572","48.8","61.5","11.9","10.5","",".518","11.1","15.2",".305","",".543","16.5","87.5",".195"
"41","41","2019-01-07","@","MIL","L","102","114","36","86",".419","14","37",".378","16","23",".696","11","46","20","6","6","15","21","","46","98",".469","9","25",".360","13","16",".813","10","46","27","10","6","10","19","102.1","114.2","99.9",".267",".430",".531","50.0","55.6","6.0","8.2","",".500","13.5","23.4",".186","",".515","8.7","77.8",".133"
"42","42","2019-01-09","","ORL","W","106","93","41","84",".488","12","33",".364","12","14",".857","4","44","24","5","3","13","20","","33","83",".398","13","33",".394","14","20",".700","7","41","17","6","4","11","20","110.5","97.0","95.9",".167",".393",".588","51.8","58.5","5.2","6.0","",".560","12.6","10.5",".143","",".476","10.7","85.1",".169"
"43","43","2019-01-11","","LAL","W","113","95","38","96",".396","15","42",".357","22","32",".688","15","65","24","9","9","16","20","","37","103",".359","5","27",".185","16","24",".667","16","55","14","9","5","12","23","105.1","88.4","107.5",".333",".438",".513","54.2","63.2","8.4","11.8","",".474","12.7","27.8",".229","",".383","9.6","75.8",".155"
"44","44","2019-01-12","","CHI","W","110","102","38","88",".432","16","45",".356","18","25",".720","10","52","23","6","11","13","18","","40","97",".412","7","25",".280","15","17",".882","10","47","24","8","7","9","19","109.6","101.7","100.3",".284",".511",".556","52.5","60.5","6.0","15.3","",".523","11.6","21.3",".205","",".448","7.9","80.8",".155"
"45","45","2019-01-14","","DET","W","100","94","31","80",".388","12","37",".324","26","36",".722","11","55","20","5","3","17","18","","35","90",".389","11","36",".306","13","16",".813","5","38","16","13","4","9","27","101.2","95.1","98.8",".450",".463",".522","59.1","64.5","5.1","5.6","",".463","15.1","25.0",".325","",".450","8.5","89.8",".144"
