"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","","DEN","L","98","107","35","88",".398","8","28",".286","20","24",".833","9","47","21","3","9","12","32","","33","87",".379","8","24",".333","33","42",".786","14","56","20","6","9","10","22","99.1","108.2","98.9",".273",".318",".497","45.6","60.0","3.0","14.3","",".443","10.9","17.6",".227","",".425","8.7","73.1",".379"
"2","2","2018-10-19","","OKC","W","108","92","35","81",".432","11","26",".423","27","36",".750","10","48","21","3","3","14","24","","34","95",".358","7","33",".212","17","23",".739","15","52","18","5","4","12","29","109.8","93.6","98.3",".444",".321",".558","48.0","60.0","3.1","4.8","",".500","12.6","21.3",".333","",".395","10.2","71.7",".179"
"3","3","2018-10-21","","HOU","W","115","112","42","89",".472","5","25",".200","26","26","1.000","12","49","22","8","7","13","16","","43","89",".483","15","35",".429","11","15",".733","6","35","28","6","6","12","23","116.3","113.2","98.9",".292",".281",".572","58.3","52.4","8.1","13.0","",".500","11.5","29.3",".292","",".567","11.2","86.0",".124"
"4","4","2018-10-23","@","NOP","L","109","116","41","87",".471","5","20",".250","22","27",".815","9","47","18","5","4","16","26","","40","93",".430","6","24",".250","30","40",".750","12","48","22","12","8","8","24","105.1","111.9","103.7",".310",".230",".551","49.5","43.9","4.8","5.8","",".500","13.9","20.0",".253","",".462","6.7","76.0",".323"
"5","5","2018-10-26","@","HOU","W","133","113","43","79",".544","12","23",".522","35","38",".921","5","44","17","8","4","15","21","","38","98",".388","15","41",".366","22","25",".880","16","42","21","11","7","13","27","129.6","110.1","102.7",".481",".291",".695","51.2","39.5","7.8","7.0","",".620","13.5","16.1",".443","",".464","10.7","70.9",".224"
"6","6","2018-10-28","","WAS","W","136","104","56","103",".544","16","29",".552","8","13",".615","14","57","35","7","9","14","25","","38","97",".392","5","27",".185","23","28",".821","14","45","18","7","3","14","16","127.6","97.5","106.6",".126",".282",".625","55.9","62.5","6.6","12.9","",".621","11.4","31.1",".078","",".418","11.4","75.4",".237"
"7","7","2018-10-30","@","OKC","L","110","128","35","74",".473","7","20",".350","33","43",".767","6","38","18","6","7","24","26","","48","94",".511","9","17",".529","23","32",".719","9","41","19","16","6","15","35","100.2","116.6","109.8",".581",".270",".592","48.1","51.4","5.5","9.1","",".520","20.5","15.8",".446","",".559","12.2","78.0",".245"
"8","8","2018-11-01","@","PHI","L","113","122","38","86",".442","9","23",".391","28","33",".848","8","42","19","6","7","18","28","","44","93",".473","13","27",".481","21","28",".750","10","43","29","7","7","14","30","105.9","114.3","106.7",".384",".267",".562","49.4","50.0","5.6","10.6","",".494","15.2","19.5",".326","",".543","11.7","77.3",".226"
"9","9","2018-11-02","@","ORL","W","120","95","41","86",".477","13","26",".500","25","33",".758","10","50","22","5","3","13","23","","40","90",".444","4","17",".235","11","19",".579","8","40","20","7","4","10","24","120.3","95.3","99.7",".384",".302",".597","55.6","53.7","5.0","4.1","",".552","11.5","23.8",".291","",".467","9.2","83.3",".122"
"10","10","2018-11-05","","MIN","W","120","109","43","88",".489","14","31",".452","20","22",".909","13","43","30","5","4","12","27","","40","85",".471","5","21",".238","24","30",".800","8","38","20","9","8","11","23","124.9","113.5","96.1",".250",".352",".614","53.1","69.8","5.2","6.3","",".568","10.9","30.2",".227","",".500","10.1","78.9",".282"
"11","11","2018-11-08","@","POR","L","105","116","41","89",".461","8","23",".348","15","20",".750","7","41","19","2","10","7","22","","40","97",".412","10","26",".385","26","28",".929","14","53","18","4","8","6","20","109.0","120.5","96.3",".225",".258",".537","43.6","46.3","2.1","14.1","",".506","6.7","15.2",".169","",".464","5.2","70.8",".268"
"12","12","2018-11-10","","MIL","W","128","126","46","99",".465","14","34",".412","22","27",".815","10","54","26","6","6","17","19","","47","105",".448","16","46",".348","16","23",".696","15","52","31","11","8","17","26","111.2","109.5","104.2",".273",".343",".577","50.9","56.5","5.2","10.2","",".535","13.3","21.3",".222","",".524","12.9","74.6",".152"
"13","13","2018-11-12","","GSW","W","121","116","43","91",".473","5","20",".250","30","34",".882","6","49","23","11","5","15","23","","44","94",".468","12","31",".387","16","23",".696","11","46","27","7","8","17","25","109.3","104.8","100.3",".374",".220",".571","51.6","53.5","9.9","7.9","",".500","12.4","14.6",".330","",".532","14.0","79.6",".170"
"14","14","2018-11-15","","SAS","W","116","111","40","85",".471","8","23",".348","28","35",".800","9","50","23","2","3","12","25","","41","102",".402","9","29",".310","20","25",".800","15","45","19","7","6","5","24","116.3","111.3","99.7",".412",".271",".578","52.6","57.5","2.0","4.1","",".518","10.7","23.1",".329","",".446","4.2","73.2",".196"
"15","15","2018-11-17","@","BRK","W","127","119","48","95",".505","11","23",".478","20","24",".833","9","38","23","4","1","8","25","","40","88",".455","13","28",".464","26","34",".765","15","47","25","4","5","11","22","129.2","121.0","98.3",".253",".242",".602","44.7","47.9","4.1","1.7","",".563","7.0","22.0",".211","",".528","9.7","65.9",".295"
"16","16","2018-11-19","@","ATL","W","127","119","40","93",".430","10","33",".303","37","47",".787","15","52","24","9","8","15","22","","45","101",".446","12","38",".316","17","19",".895","16","51","29","6","6","14","38","118.5","111.1","107.1",".505",".355",".559","50.5","60.0","8.4","12.7","",".484","11.7","30.0",".398","",".505","11.3","69.8",".168"
"17","17","2018-11-20","@","WAS","L","118","125","46","89",".517","11","27",".407","15","18",".833","7","44","20","6","4","17","28","","40","93",".430","13","39",".333","32","39",".821","11","44","27","11","8","7","20","113.6","120.3","103.9",".202",".303",".609","50.0","43.5","5.8","7.4","",".579","14.9","17.5",".169","",".500","6.0","77.1",".344"
"18","18","2018-11-23","","MEM","W","112","107","40","94",".426","8","23",".348","24","27",".889","8","48","26","6","5","11","23","","42","92",".457","9","27",".333","14","18",".778","6","47","29","6","7","16","29","104.4","99.7","97.2",".287",".245",".529","50.5","65.0","5.6","7.7","",".468","9.4","16.3",".255","",".505","13.8","87.0",".152"
"19","19","2018-11-25","@","POR","W","104","100","38","90",".422","5","25",".200","23","34",".676","11","48","15","9","5","4","13","","42","97",".433","8","38",".211","8","10",".800","16","58","18","2","5","12","24","108.7","104.6","95.6",".378",".278",".495","45.3","39.5","9.4","8.5","",".450","3.7","20.8",".256","",".474","10.6","69.8",".082"
"20","20","2018-11-28","","PHO","W","115","99","40","86",".465","11","21",".524","24","32",".750","18","56","21","6","7","21","17","","39","89",".438","8","26",".308","13","18",".722","7","34","20","17","6","16","24","112.8","97.1","102.0",".372",".244",".575","62.2","52.5","5.9","11.1","",".529","17.3","40.0",".279","",".483","14.2","84.4",".146"
"21","21","2018-11-29","@","SAC","W","133","121","50","90",".556","12","28",".429","21","28",".750","8","38","25","7","5","9","21","","46","96",".479","7","24",".292","22","26",".846","16","48","26","4","2","11","25","132.7","120.7","100.2",".311",".311",".650","44.2","50.0","7.0","6.9","",".622","8.1","20.0",".233","",".516","9.3","65.2",".229"
"22","22","2018-12-02","@","DAL","L","110","114","42","95",".442","9","24",".375","17","22",".773","8","44","23","9","5","10","22","","42","95",".442","8","23",".348","22","26",".846","17","64","20","6","5","16","21","105.4","109.2","104.4",".232",".253",".525","40.7","54.8","8.6","6.9","",".489","8.7","14.5",".179","",".484","13.1","67.9",".232"
"23","23","2018-12-03","@","NOP","W","129","126","49","83",".590","8","20",".400","23","30",".767","7","39","29","4","1","12","21","","49","92",".533","13","34",".382","15","22",".682","10","35","32","10","5","7","24","131.7","128.6","97.9",".361",".241",".670","52.7","59.2","4.1","1.7","",".639","11.1","21.9",".277","",".603","6.4","76.2",".163"
"24","24","2018-12-05","@","MEM","L","86","96","25","74",".338","8","23",".348","28","35",".800","11","47","16","9","4","18","21","","37","85",".435","7","28",".250","15","24",".625","11","49","18","9","6","15","27","89.7","100.1","95.9",".473",".311",".481","49.0","64.0","9.4","7.0","",".392","16.8","22.4",".378","",".476","13.6","76.6",".176"
"25","25","2018-12-08","","MIA","L","98","121","33","89",".371","7","29",".241","25","31",".806","13","49","16","5","8","16","26","","40","92",".435","13","39",".333","28","39",".718","14","57","27","9","6","11","24","94.9","117.2","103.3",".348",".326",".477","46.2","48.5","4.8","15.1","",".410","13.5","23.2",".281","",".505","9.2","72.0",".304"
"26","26","2018-12-10","@","PHO","W","123","119","45","85",".529","7","21",".333","26","33",".788","10","42","27","8","4","18","21","","47","94",".500","9","25",".360","16","20",".800","10","40","31","14","8","15","29","116.9","113.1","95.3",".388",".247",".618","51.2","60.0","7.6","5.8","",".571","15.3","25.0",".306","",".548","12.7","76.2",".170"
"27","27","2018-12-11","","TOR","L","99","123","38","86",".442","7","25",".280","16","19",".842","12","44","25","2","5","15","16","","50","96",".521","14","29",".483","9","12",".750","10","43","34","8","6","7","22","103.7","128.8","95.5",".221",".291",".525","50.6","65.8","2.1","7.5","",".483","13.7","26.7",".186","",".594","6.5","76.2",".094"
"28","28","2018-12-13","@","SAS","L","87","125","30","84",".357","10","31",".323","17","24",".708","13","42","21","4","1","17","18","","48","83",".578","10","22",".455","19","24",".792","8","47","25","10","7","11","20","90.8","130.4","95.8",".286",".369",".460","47.2","70.0","4.2","1.6","",".417","15.2","25.0",".202","",".639","10.5","78.4",".229"
"29","29","2018-12-15","@","OKC","L","104","110","38","75",".507","13","25",".520","15","22",".682","6","44","18","7","4","26","22","","42","90",".467","9","22",".409","17","24",".708","9","40","26","13","7","11","20","101.9","107.8","102.1",".293",".333",".614","52.4","47.4","6.9","5.9","",".593","23.5","16.2",".200","",".517","9.9","80.9",".189"
"30","30","2018-12-17","","POR","L","127","131","42","83",".506","10","27",".370","33","39",".846","8","37","27","5","1","10","23","","47","86",".547","10","20",".500","27","31",".871","6","33","26","5","4","11","32","126.5","130.5","100.4",".470",".325",".634","52.9","64.3","5.0","1.5","",".566","9.1","22.9",".398","",".605","9.9","82.9",".314"
"31","31","2018-12-20","","DAL","W","125","121","47","83",".566","6","20",".300","25","31",".806","11","40","26","5","5","12","25","","43","92",".467","10","28",".357","25","33",".758","16","45","24","8","0","11","30","128.6","124.5","97.2",".373",".241",".647","47.1","55.3","5.1","7.8","",".602","11.0","27.5",".301","",".522","9.4","64.4",".272"
"32","32","2018-12-22","","DEN","W","132","111","53","92",".576","10","20",".500","16","17",".941","13","56","28","7","5","15","23","","41","97",".423","9","31",".290","20","25",".800","13","37","21","10","5","9","16","131.2","110.3","100.6",".185",".217",".663","60.2","52.8","7.0","7.6","",".630","13.1","35.1",".174","",".469","7.7","76.8",".206"
"33","33","2018-12-23","@","GSW","L","127","129","43","80",".538","18","23",".783","23","29",".793","5","42","23","1","1","15","25","","42","93",".452","14","40",".350","31","36",".861","15","46","22","9","7","7","27","127.2","129.2","99.9",".363",".288",".685","47.7","53.5","1.0","1.9","",".650","13.9","13.9",".288","",".527","6.0","71.2",".333"
"34","34","2018-12-26","","SAC","W","127","118","48","96",".500","12","28",".429","19","23",".826","14","50","23","7","6","12","20","","49","104",".471","10","30",".333","10","15",".667","12","43","26","8","10","13","21","121.2","112.6","104.8",".240",".292",".598","53.8","47.9","6.7","8.1","",".563","10.2","31.1",".198","",".519","10.5","75.0",".096"
"35","35","2018-12-28","@","LAL","W","118","107","40","91",".440","6","19",".316","32","34",".941","7","53","21","10","4","12","29","","36","87",".414","11","30",".367","24","35",".686","8","50","23","5","2","17","22","107.9","97.8","109.4",".374",".209",".557","51.5","52.5","9.1","7.0","",".473","10.2","14.3",".352","",".477","14.2","85.2",".276"
"36","36","2018-12-29","","SAS","L","111","122","36","82",".439","9","20",".450","30","38",".789","7","40","22","9","2","17","25","","44","87",".506","6","23",".261","28","31",".903","8","49","27","10","4","15","25","104.5","114.9","106.2",".463",".244",".562","44.9","61.1","8.5","3.1","",".494","14.7","14.6",".366","",".540","13.0","80.5",".322"
"37","37","2019-01-01","","PHI","L","113","119","42","91",".462","5","25",".200","24","34",".706","12","41","18","12","0","13","29","","42","87",".483","12","26",".462","23","33",".697","17","55","25","7","7","20","28","109.0","114.7","103.7",".374",".275",".533","42.7","42.9","11.6","0.0","",".489","10.9","24.0",".264","",".552","16.5","63.0",".264"
"38","38","2019-01-04","@","PHO","W","121","111","43","84",".512","10","24",".417","25","32",".781","16","43","31","12","7","20","27","","41","77",".532","9","19",".474","20","27",".741","7","25","24","13","9","17","26","125.4","115.0","96.5",".381",".286",".617","63.2","72.1","12.4","12.1","",".571","16.9","47.1",".298","",".591","16.1","79.4",".260"
"39","39","2019-01-06","","ORL","W","106","96","40","93",".430","8","22",".364","18","23",".783","11","53","20","5","5","7","21","","33","89",".371","9","31",".290","21","29",".724","13","54","24","6","7","12","18","108.4","98.1","97.8",".247",".237",".514","49.5","50.0","5.1","8.6","",".473","6.4","21.2",".194","",".421","10.5","76.4",".236"
"40","40","2019-01-08","","CHO","W","128","109","48","93",".516","14","30",".467","18","21",".857","7","45","28","6","11","10","24","","36","90",".400","12","33",".364","25","29",".862","10","43","20","5","5","11","20","125.8","107.1","101.8",".226",".323",".626","51.1","58.3","5.9","19.3","",".591","8.9","17.5",".194","",".467","9.7","79.2",".278"
"41","41","2019-01-10","@","DEN","L","100","121","38","87",".437","6","24",".250","18","26",".692","8","38","21","4","6","12","16","","50","99",".505","11","28",".393","10","13",".769","15","53","29","7","8","9","23","102.0","123.5","98.0",".299",".276",".508","41.8","55.3","4.1","8.5","",".471","10.9","17.4",".207","",".561","7.9","66.7",".101"
"42","42","2019-01-12","","DET","L","104","109","36","74",".486","9","18",".500","23","29",".793","6","38","25","7","5","17","19","","37","85",".435","16","37",".432","19","22",".864","14","48","20","12","5","16","26","109.1","114.3","95.3",".392",".243",".599","44.2","69.4","7.3","10.4","",".547","16.4","15.0",".311","",".529","14.5","69.6",".224"
"43","43","2019-01-14","","NOP","L","117","121","41","86",".477","18","36",".500","17","24",".708","8","50","34","4","7","16","21","","46","105",".438","8","25",".320","21","28",".750","15","49","28","8","7","6","19","112.5","116.3","104.0",".279",".419",".606","50.5","82.9","3.8","8.8","",".581","14.2","19.0",".198","",".476","4.9","73.7",".200"
"44","44","2019-01-16","","UTA","L","109","129","45","98",".459","10","22",".455","9","14",".643","11","41","24","8","1","12","24","","44","86",".512","11","33",".333","30","37",".811","8","48","27","9","7","13","15","105.0","124.2","103.9",".143",".224",".523","46.1","53.3","7.7","1.9","",".510","10.3","21.6",".092","",".576","11.3","78.9",".349"
"45","45","2019-01-18","","GSW","L","94","112","31","85",".365","4","25",".160","28","35",".800","12","52","11","6","4","18","30","","42","86",".488","9","37",".243","19","27",".704","3","43","31","11","8","10","24","90.7","108.1","103.6",".412",".294",".468","54.7","35.5","5.8","8.2","",".388","15.2","23.1",".329","",".541","9.3","93.0",".221"
"46","46","2019-01-20","@","SAS","W","103","95","39","85",".459","11","21",".524","14","24",".583","4","41","23","11","2","11","18","","39","84",".464","8","19",".421","9","17",".529","10","51","21","6","8","18","25","103.1","95.1","99.9",".282",".247",".539","44.6","59.0","11.0","3.1","",".524","10.3","8.9",".165","",".512","16.4","78.7",".107"
"47","47","2019-01-22","@","DAL","L","98","106","33","91",".363","10","36",".278","22","29",".759","14","41","19","4","4","7","26","","38","81",".469","10","34",".294","20","29",".690","9","48","21","5","6","11","25","105.8","114.4","92.7",".319",".396",".472","46.1","57.6","4.3","8.5","",".418","6.3","26.4",".242","",".531","10.5","75.0",".247"
"48","48","2019-01-23","@","MIA","W","111","99","45","85",".529","7","22",".318","14","21",".667","7","41","23","5","3","7","20","","39","83",".470","8","28",".286","13","22",".591","12","40","23","3","3","14","19","119.8","106.8","92.7",".247",".259",".589","50.6","51.1","5.4","5.5","",".571","6.9","20.0",".165","",".518","13.1","73.9",".157"
"49","49","2019-01-25","@","CHI","W","106","101","38","82",".463","8","21",".381","22","29",".759","5","50","27","3","4","16","14","","40","102",".392","10","35",".286","11","12",".917","12","49","20","11","5","8","23","103.5","98.6","102.4",".354",".256",".559","50.5","71.1","2.9","6.0","",".512","14.4","11.9",".268","",".441","6.9","78.9",".108"
"50","50","2019-01-27","","SAC","W","122","108","42","88",".477","11","29",".379","27","29",".931","14","52","35","6","1","18","28","","37","93",".398","8","36",".222","26","30",".867","15","44","18","12","6","12","26","121.0","107.1","100.8",".330",".330",".605","54.2","83.3","6.0","1.8","",".540","15.2","32.6",".307","",".441","10.2","71.7",".280"
"51","51","2019-01-28","","ATL","L","118","123","41","85",".482","10","27",".370","26","28",".929","13","38","27","10","4","16","26","","44","87",".506","10","34",".294","25","29",".862","15","44","28","7","6","17","25","120.4","125.5","98.0",".329",".318",".606","46.3","65.9","10.2","7.5","",".541","14.1","31.0",".306","",".563","14.6","62.5",".287"
"52","52","2019-01-31","","LAL","L","120","123","46","104",".442","14","43",".326","14","26",".538","12","51","26","11","8","8","27","","42","92",".457","11","26",".423","28","35",".800","7","56","28","7","4","16","24","107.1","109.8","101.5",".250",".413",".520","47.7","56.5","9.8","12.1","",".510","6.5","19.7",".135","",".516","13.0","84.8",".304"
"53","53","2019-02-02","@","DET","W","111","101","40","82",".488","10","20",".500","21","34",".618","11","47","22","5","4","12","24","","35","83",".422","17","42",".405","14","20",".700","7","38","21","6","4","14","27","115.3","105.0","96.2",".415",".244",".572","55.3","55.0","5.2","9.8","",".549","11.0","26.2",".256","",".524","13.2","83.7",".169"
"54","54","2019-02-03","@","TOR","L","103","121","38","89",".427","2","12",".167","25","29",".862","7","36","15","7","7","13","24","","43","94",".457","9","33",".273","26","31",".839","16","56","21","10","5","14","28","99.8","117.2","103.2",".326",".135",".506","39.1","39.5","6.8","11.5","",".438","11.3","14.9",".281","",".505","11.5","64.4",".277"
"55","55","2019-02-05","@","CHO","W","117","115","42","87",".483","18","24",".750","15","17",".882","8","48","25","1","6","11","24","","39","93",".419","15","42",".357","22","26",".846","11","44","19","8","9","5","19","122.3","120.2","95.7",".195",".276",".619","52.2","59.5","1.0","11.8","",".586","10.4","19.5",".172","",".500","4.6","78.4",".237"
"56","56","2019-02-07","@","IND","L","92","116","37","85",".435","6","17",".353","12","19",".632","9","36","23","14","6","19","19","","49","87",".563","9","22",".409","9","11",".818","7","42","26","15","12","19","20","90.6","114.2","101.6",".224",".200",".493","46.2","62.2","13.8","9.2","",".471","16.9","20.5",".141","",".615","17.1","79.4",".103"
"57","57","2019-02-09","@","BOS","W","123","112","40","84",".476","12","30",".400","31","40",".775","6","49","28","6","6","17","27","","39","92",".424","9","26",".346","25","31",".806","8","45","21","9","3","12","29","112.9","102.8","109.0",".476",".357",".605","52.1","70.0","5.5","9.1","",".548","14.3","14.0",".369","",".473","10.2","84.3",".272"
"58","58","2019-02-11","@","MIN","L","120","130","37","72",".514","12","29",".414","34","39",".872","8","37","24","8","2","21","28","","47","90",".522","6","18",".333","30","36",".833","16","44","28","14","1","12","22","119.8","129.8","100.2",".542",".403",".673","45.7","64.9","8.0","2.8","",".597","19.1","22.2",".472","",".556","10.2","64.4",".333"
"59","59","2019-02-13","","PHO","W","134","107","50","84",".595","11","22",".500","23","30",".767","7","43","33","12","9","11","25","","40","86",".465","8","30",".267","19","25",".760","8","36","24","6","4","16","23","132.2","105.5","101.4",".357",".262",".689","54.4","66.0","11.8","16.1","",".661","10.2","20.0",".274","",".512","14.2","81.8",".221"
"60","60","2019-02-22","@","MEM","W","112","106","35","75",".467","6","25",".240","36","42",".857","7","49","21","8","4","23","30","","33","90",".367","9","32",".281","31","36",".861","11","39","20","10","6","11","31","107.2","101.4","104.5",".560",".333",".599","55.7","60.0","7.7","6.9","",".507","19.7","20.0",".480","",".417","9.4","79.2",".344"
"61","61","2019-02-24","@","DEN","L","96","123","30","87",".345","3","21",".143","33","37",".892","7","38","20","9","7","17","27","","44","85",".518","12","34",".353","23","35",".657","12","56","30","11","6","22","28","87.6","112.2","109.6",".425",".241",".465","40.4","66.7","8.2","13.7","",".362","14.1","13.7",".379","",".588","18.0","72.1",".271"
"62","62","2019-02-25","","DAL","W","121","112","45","100",".450","17","45",".378","14","18",".778","9","40","33","11","4","5","22","","37","76",".487","14","36",".389","24","27",".889","7","45","28","3","9","17","20","122.8","113.7","98.5",".180",".450",".561","47.1","73.3","11.2","10.0","",".535","4.4","19.1",".140","",".579","16.2","81.6",".316"
"63","63","2019-02-27","@","UTA","L","105","111","37","94",".394","5","26",".192","26","30",".867","11","47","16","11","6","10","26","","38","92",".413","11","34",".324","24","32",".750","14","56","22","9","12","16","23","101.0","106.7","104.0",".319",".277",".490","45.6","43.2","10.6","10.3","",".420","8.5","20.8",".277","",".473","13.1","72.0",".261"
"64","64","2019-03-01","@","SAC","W","116","109","40","92",".435","12","31",".387","24","33",".727","16","58","19","4","6","11","23","","41","93",".441","6","21",".286","21","25",".840","8","46","27","6","8","8","25","115.0","108.0","100.9",".359",".337",".544","55.8","47.5","4.0","8.3","",".500","9.4","29.6",".261","",".473","7.1","84.0",".226"
"65","65","2019-03-03","","NYK","W","128","107","48","98",".490","19","35",".543","13","17",".765","9","53","33","5","4","16","28","","35","88",".398","11","29",".379","26","34",".765","9","46","23","9","9","13","19","118.9","99.4","107.7",".173",".357",".607","53.5","68.8","4.6","6.8","",".587","13.2","19.6",".133","",".460","11.2","83.0",".295"
"66","66","2019-03-04","@","LAL","W","113","105","41","83",".494","11","29",".379","20","24",".833","8","50","25","7","3","12","22","","38","91",".418","10","38",".263","19","24",".792","7","40","22","2","6","12","21","112.8","104.8","100.2",".289",".349",".604","55.6","61.0","7.0","5.7","",".560","11.4","19.5",".241","",".473","10.6","85.7",".209"
"67","67","2019-03-08","","OKC","W","118","110","39","86",".453","9","25",".360","31","46",".674","10","53","20","7","4","10","26","","41","102",".402","11","44",".250","17","26",".654","14","52","20","3","7","11","34","111.7","104.1","105.6",".535",".291",".555","50.5","51.3","6.6","6.9","",".506","8.6","20.8",".360","",".456","8.8","75.4",".167"
"68","68","2019-03-11","","BOS","W","140","115","53","86",".616","13","28",".464","21","25",".840","10","47","29","4","1","19","26","","44","91",".484","14","36",".389","13","19",".684","7","29","26","11","4","13","24","134.9","110.8","103.8",".291",".326",".722","61.8","54.7","3.9","1.8","",".692","16.4","31.3",".244","",".560","11.6","84.1",".143"
"69","69","2019-03-12","","POR","L","104","125","38","95",".400","9","15",".600","19","27",".704","25","51","21","7","3","11","21","","47","96",".490","12","31",".387","19","26",".731","18","50","27","8","3","12","20","111.2","133.7","93.5",".284",".158",".487","50.5","55.3","7.5","4.6","",".447","9.3","43.9",".200","",".552","10.0","59.1",".198"
"70","70","2019-03-15","","CHI","W","128","121","44","99",".444","10","20",".500","30","35",".857","15","43","28","9","5","7","30","","42","80",".525","11","21",".524","26","33",".788","8","44","24","3","6","16","26","126.2","119.3","101.4",".354",".202",".559","49.4","63.6","8.9","8.5","",".495","5.8","29.4",".303","",".594","14.5","77.8",".325"
"71","71","2019-03-17","","BRK","W","119","116","42","97",".433","12","31",".387","23","28",".821","16","54","26","8","6","13","25","","42","100",".420","14","38",".368","18","25",".720","15","51","26","6","7","14","28","113.6","110.7","104.8",".289",".320",".544","51.4","61.9","7.6","9.7","",".495","10.6","30.8",".237","",".490","11.2","71.7",".180"
