"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","@","IND","L","83","111","25","84",".298","10","29",".345","23","28",".821","7","28","16","11","3","7","18","","47","83",".566","10","26",".385","7","13",".538","13","57","29","2","7","20","24","88.8","118.7","93.5",".333",".345",".431","32.9","64.0","11.8","5.3","",".357","6.8","13.7",".274","",".627","18.4","61.8",".084"
"2","2","2018-10-19","","ATL","W","131","117","44","81",".543","13","26",".500","30","43",".698","7","41","32","9","4","16","29","","41","83",".494","14","30",".467","21","36",".583","11","40","27","9","5","19","31","123.6","110.4","106.0",".531",".321",".656","50.6","72.7","8.5","7.5","",".623","13.8","19.4",".370","",".578","16.1","75.6",".253"
"3","3","2018-10-22","@","UTA","W","92","84","31","84",".369","9","28",".321","21","26",".808","7","43","18","10","2","10","22","","29","82",".354","8","32",".250","18","23",".783","10","50","18","6","6","15","22","96.9","88.5","94.9",".310",".333",".482","46.2","58.1","10.5","4.0","",".423","9.5","14.9",".250","",".402","14.0","78.3",".220"
"4","4","2018-10-24","@","SAC","L","92","97","36","94",".383","10","37",".270","10","13",".769","13","49","18","7","6","15","25","","35","83",".422","6","18",".333","21","33",".636","15","57","19","7","5","14","15","94.5","99.7","97.3",".138",".394",".461","46.2","50.0","7.2","9.2","",".436","13.1","23.6",".106","",".458","12.6","70.6",".253"
"5","5","2018-10-27","","PHO","W","117","96","44","79",".557","9","26",".346","20","22",".909","3","39","30","12","1","12","21","","36","78",".462","9","33",".273","15","19",".789","5","35","28","5","1","19","25","119.7","98.2","97.8",".278",".329",".660","52.7","68.2","12.3","2.2","",".614","11.9","9.1",".253","",".519","18.0","87.8",".192"
"6","6","2018-10-30","","WAS","W","107","95","36","74",".486","13","28",".464","22","31",".710","6","38","28","16","3","15","20","","32","74",".432","14","35",".400","17","20",".850","5","37","24","9","7","20","22","112.1","99.5","95.5",".419",".378",".610","50.7","77.8","16.8","7.7","",".574","14.6","15.8",".297","",".527","19.5","86.5",".230"
"7","7","2018-11-02","@","UTA","W","110","100","38","75",".507","13","26",".500","21","34",".618","9","39","23","9","3","11","29","","36","77",".468","14","36",".389","14","25",".560","10","39","21","3","5","14","25","122.0","111.0","90.1",".453",".347",".611","50.0","60.5","10.0","7.3","",".593","10.9","23.7",".280","",".558","13.7","75.0",".182"
"8","8","2018-11-04","@","PHO","L","100","102","36","76",".474","7","23",".304","21","29",".724","9","30","19","13","3","13","21","","33","64",".516","14","32",".438","22","26",".846","5","37","25","7","3","24","27","109.2","111.3","91.6",".382",".303",".563","44.8","52.8","14.2","9.4","",".520","12.8","22.0",".276","",".625","24.1","80.8",".344"
"9","9","2018-11-05","@","GSW","L","101","117","38","83",".458","9","27",".333","16","21",".762","4","30","31","8","8","10","19","","41","81",".506","13","24",".542","22","23",".957","8","46","29","4","4","13","25","106.3","123.2","95.0",".253",".325",".547","39.5","81.6","8.4","14.0","",".512","9.8","9.5",".193","",".586","12.5","76.5",".272"
"10","10","2018-11-07","","DEN","W","89","87","30","70",".429","8","21",".381","21","25",".840","8","36","19","7","7","17","22","","32","82",".390","8","32",".250","15","19",".789","13","41","19","9","3","16","22","101.1","98.8","88.1",".357",".300",".549","46.8","63.3","7.9","14.0","",".486","17.3","22.2",".300","",".439","15.0","68.3",".183"
"11","11","2018-11-10","","PHI","W","112","106","45","103",".437","11","30",".367","11","15",".733","15","45","16","9","3","11","18","","44","85",".518","8","31",".258","10","16",".625","8","48","27","10","6","23","20","107.6","101.8","94.3",".146",".291",".511","48.4","35.6","8.6","5.6","",".490","9.1","27.3",".107","",".565","20.0","78.9",".118"
"12","12","2018-11-12","","UTA","L","88","96","33","79",".418","4","24",".167","18","23",".783","8","42","19","7","9","16","28","","32","82",".390","9","32",".281","23","30",".767","13","49","19","7","6","15","25","92.9","101.3","94.7",".291",".304",".494","46.2","57.6","7.4","18.0","",".443","15.2","18.2",".228","",".445","13.6","72.3",".280"
"13","13","2018-11-14","@","MIL","W","116","113","42","83",".506","14","36",".389","18","24",".750","4","34","24","8","4","12","20","","41","81",".506","9","35",".257","22","27",".815","9","44","22","5","8","16","22","117.2","114.1","99.0",".289",".434",".620","43.6","57.1","8.1","8.7","",".590","11.4","10.3",".217","",".562","14.7","76.9",".272"
"14","14","2018-11-16","","SAC","W","112","104","43","85",".506","11","25",".440","15","24",".625","9","40","24","11","5","13","23","","37","80",".463","12","33",".364","18","24",".750","9","42","23","9","2","21","24","113.0","104.9","99.1",".282",".294",".586","48.8","55.8","11.1","10.6","",".571","12.0","21.4",".176","",".538","18.8","77.5",".225"
"15","15","2018-11-18","@","MIN","W","100","87","35","82",".427","12","28",".429","18","25",".720","10","43","26","11","9","12","20","","31","80",".388","12","29",".414","13","16",".813","10","49","20","8","3","20","20","106.4","92.6","94.0",".305",".341",".538","46.7","74.3","11.7","17.6","",".500","11.4","20.4",".220","",".463","18.7","76.7",".163"
"16","16","2018-11-19","","DAL","W","98","88","37","79",".468","12","30",".400","12","14",".857","5","45","29","8","11","15","21","","30","88",".341","10","32",".313","18","21",".857","7","43","17","8","4","9","19","103.0","92.5","95.1",".177",".380",".575","51.1","78.4","8.4","19.6","",".544","15.0","12.2",".152","",".398","8.5","85.1",".205"
"17","17","2018-11-21","@","SAS","W","104","103","39","81",".481","8","25",".320","18","21",".857","4","40","21","4","7","9","25","","35","82",".427","7","22",".318","26","30",".867","10","43","21","4","5","8","20","112.7","111.6","92.3",".259",".309",".576","48.2","53.8","4.3","11.7","",".531","9.1","10.8",".222","",".470","7.8","78.3",".317"
"18","18","2018-11-23","@","LAC","L","107","112","42","92",".457","9","27",".333","14","18",".778","6","47","29","6","7","16","29","","40","94",".426","8","23",".348","24","27",".889","8","48","26","6","5","11","23","99.7","104.4","97.2",".196",".293",".535","49.5","69.0","5.6","9.9","",".505","13.8","13.0",".152","",".468","9.4","83.7",".255"
"19","19","2018-11-25","","NYK","L","98","103","38","86",".442","11","30",".367","11","19",".579","6","41","27","5","19","7","23","","34","91",".374","8","22",".364","27","32",".844","14","56","17","4","5","7","21","104.5","109.8","93.8",".221",".349",".519","42.3","71.1","5.3","27.5","",".506","6.9","12.5",".128","",".418","6.2","71.4",".297"
"20","20","2018-11-27","","TOR","L","114","122","43","85",".506","10","29",".345","18","21",".857","11","35","27","9","5","13","23","","42","69",".609","18","33",".545","20","28",".714","4","31","25","5","5","15","18","123.6","132.3","92.2",".247",".341",".605","53.0","62.8","9.8","13.9","",".565","12.1","28.9",".212","",".739","15.6","85.7",".290"
"21","21","2018-11-30","@","BRK","W","131","125","50","101",".495","12","30",".400","19","22",".864","11","45","27","8","6","17","23","","42","94",".447","16","44",".364","25","30",".833","11","51","26","7","4","16","28","117.3","111.9","92.5",".218",".297",".592","46.9","54.0","7.2","12.0","",".554","13.3","21.6",".188","",".532","13.0","75.6",".266"
