"Rk","G","Date"," ","Opp","W/L","Tm","Opp","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","TRB","AST","STL","BLK","TOV","PF"," ","oppFG","oppFGA","oppFG%","opp3P","opp3PA","opp3P%","oppFT","oppFTA","oppFT%","oppORB","oppTRB","oppAST","oppSTL","oppBLK","oppTOV","oppPF","ORtg","DRtg","Pace","FTr","3PAr","TS%","TRB%","AST%","STL%","BLK%"," ","oeFG%","oTOV%","oORB%","oFT/FGA"," ","deFG%","dTOV%","dDRB%","dFT/FGA"
"1","1","2018-10-17","@","ORL","L","101","104","38","97",".392","9","33",".273","16","22",".727","14","52","16","4","5","16","28","","39","94",".415","7","25",".280","19","31",".613","14","51","20","7","7","12","25","97.6","100.5","103.5",".227",".340",".473","50.5","42.1","3.9","7.2","",".438","13.0","27.5",".165","",".452","10.0","73.1",".202"
"2","2","2018-10-18","@","WAS","W","113","112","38","97",".392","12","35",".343","25","34",".735","22","55","25","6","5","16","26","","38","81",".469","7","26",".269","29","39",".744","7","40","19","7","15","14","31","110.8","109.9","101.9",".351",".361",".505","57.9","65.8","5.9","9.1","",".454","12.5","40.0",".258","",".512","12.5","82.5",".358"
"3","3","2018-10-20","","CHO","L","112","113","41","89",".461","11","34",".324","19","27",".704","12","49","21","4","11","15","27","","41","93",".441","16","42",".381","15","23",".652","12","40","23","6","12","11","27","112.6","113.6","99.5",".303",".382",".555","55.1","51.2","4.0","21.6","",".522","12.9","30.0",".213","",".527","9.6","75.5",".161"
"4","4","2018-10-24","","NYK","W","110","87","39","82",".476","13","29",".448","19","28",".679","4","51","24","7","5","13","15","","33","91",".363","12","33",".364","9","14",".643","10","45","20","5","3","12","23","110.4","87.4","99.6",".341",".354",".583","53.1","61.5","7.0","8.6","",".555","12.1","10.3",".232","",".429","11.0","82.5",".099"
"5","5","2018-10-27","","POR","W","120","111","44","96",".458","15","39",".385","17","26",".654","16","56","21","7","8","12","21","","37","88",".420","12","33",".364","25","28",".893","8","42","14","7","8","9","25","120.2","111.2","99.9",".271",".406",".558","57.1","47.7","7.0","14.5","",".536","10.0","32.0",".177","",".489","8.2","83.3",".284"
"6","6","2018-10-29","","SAC","L","113","123","38","92",".413","13","39",".333","24","34",".706","13","52","20","10","9","18","21","","48","97",".495","12","26",".462","15","25",".600","9","46","28","8","8","12","23","103.8","113.0","108.9",".370",".424",".528","53.1","52.6","9.2","12.7","",".484","14.4","26.0",".261","",".557","10.0","81.3",".155"
"7","7","2018-10-30","@","CHO","L","113","125","41","87",".471","11","28",".393","20","24",".833","10","34","25","9","5","15","26","","44","81",".543","13","28",".464","24","29",".828","8","39","27","7","5","14","26","115.1","127.4","98.1",".276",".322",".579","46.6","61.0","9.2","9.4","",".534","13.3","24.4",".230","",".623","13.0","75.0",".296"
"8","8","2018-11-03","@","ATL","L","118","123","41","85",".482","16","40",".400","20","26",".769","13","41","27","6","6","17","20","","46","88",".523","13","32",".406","18","23",".783","8","37","33","11","7","16","21","117.4","122.4","100.5",".306",".471",".612","52.6","65.9","6.0","10.7","",".576","15.0","31.0",".235","",".597","14.0","77.8",".205"
"9","9","2018-11-05","@","DET","W","120","115","44","98",".449","12","31",".387","20","31",".645","9","50","24","10","8","17","26","","43","105",".410","11","35",".314","18","28",".643","21","60","27","8","3","19","30","104.7","100.3","103.8",".316",".316",".537","45.5","54.5","8.7","11.4","",".510","13.2","18.8",".204","",".462","13.9","66.1",".171"
"10","10","2018-11-07","","SAS","W","95","88","36","93",".387","10","32",".313","13","18",".722","14","60","21","8","11","13","17","","31","94",".330","13","32",".406","13","14",".929","12","49","19","8","5","12","19","97.9","90.7","97.1",".194",".344",".471","55.0","58.3","8.2","17.7","",".441","11.4","27.5",".140","",".399","10.7","79.3",".138"
"11","11","2018-11-09","","IND","L","102","110","36","80",".450","14","27",".519","16","27",".593","9","38","27","6","6","23","27","","43","79",".544","7","20",".350","17","29",".586","6","39","20","10","5","18","26","99.2","106.9","102.9",".338",".338",".555","49.4","75.0","5.8","10.2","",".538","20.0","21.4",".200","",".589","16.4","82.9",".215"
"12","12","2018-11-10","","WAS","L","110","116","39","88",".443","12","33",".364","20","26",".769","14","38","25","5","5","19","31","","40","83",".482","8","22",".364","28","38",".737","16","48","14","8","5","15","25","112.1","118.2","98.1",".295",".375",".553","44.2","64.1","5.1","8.2","",".511","16.0","30.4",".227","",".530","13.1","60.0",".337"
"13","13","2018-11-12","","PHI","L","114","124","37","77",".481","13","31",".419","27","33",".818","8","40","19","5","6","15","30","","39","83",".470","15","36",".417","31","39",".795","10","42","24","5","0","9","24","118.1","128.5","96.5",".429",".403",".623","48.8","51.4","5.2","12.8","",".565","14.1","20.0",".351","",".560","8.2","76.2",".373"
"14","14","2018-11-14","@","BRK","W","120","107","46","85",".541","8","29",".276","20","28",".714","6","47","23","6","6","17","27","","41","101",".406","8","28",".286","17","24",".708","16","46","17","10","2","15","29","112.2","100.1","106.9",".329",".341",".617","50.5","50.0","5.6","8.2","",".588","14.9","16.7",".235","",".446","11.9","71.9",".168"
"15","15","2018-11-16","@","IND","L","91","99","35","93",".376","14","36",".389","7","10",".700","13","51","21","10","5","16","16","","36","81",".444","14","27",".519","13","15",".867","4","47","22","10","6","19","14","91.0","99.0","100.0",".108",".387",".467","52.0","60.0","10.0","9.3","",".452","14.1","23.2",".075","",".531","17.8","90.5",".160"
"16","16","2018-11-18","","LAL","L","97","113","35","87",".402","13","32",".406","14","19",".737","12","48","20","3","5","12","21","","42","95",".442","11","27",".407","18","21",".857","14","50","16","7","5","9","19","102.5","119.4","94.6",".218",".368",".509","49.0","57.1","3.2","7.4","",".477","11.2","25.0",".161","",".500","7.9","72.0",".189"
"17","17","2018-11-20","","BRK","L","92","104","36","100",".360","7","32",".219","13","20",".650","18","52","18","5","6","14","24","","38","88",".432","8","31",".258","20","26",".769","13","53","17","6","4","11","21","94.2","106.5","97.7",".200",".320",".423","49.5","50.0","5.1","10.5","",".395","11.4","31.0",".130","",".477","10.0","72.3",".227"
"18","18","2018-11-23","@","CHI","W","103","96","37","87",".425","10","34",".294","19","31",".613","10","48","20","10","11","14","21","","35","94",".372","7","28",".250","19","20",".950","11","51","23","8","6","17","23","99.3","92.5","103.8",".356",".391",".512","48.5","54.1","9.6","16.7","",".483","12.2","20.0",".218","",".410","14.2","77.6",".202"
"19","19","2018-11-25","@","TOR","L","115","125","39","95",".411","15","36",".417","22","32",".688","17","46","21","6","5","7","22","","47","90",".522","11","35",".314","20","25",".800","11","47","25","4","7","9","21","119.8","130.3","96.0",".337",".379",".527","49.5","53.8","6.3","9.1","",".489","6.0","32.1",".232","",".583","8.2","72.5",".222"
"20","20","2018-11-27","","ATL","L","113","115","40","87",".460","13","38",".342","20","30",".667","11","43","22","20","3","20","25","","38","80",".475","12","31",".387","27","32",".844","10","46","22","13","7","24","24","105.9","107.8","106.7",".345",".437",".564","48.3","55.0","18.8","6.1","",".534","16.6","23.4",".230","",".550","20.3","76.2",".338"
"21","21","2018-11-30","","NOP","W","106","101","40","93",".430","11","33",".333","15","24",".625","13","46","22","10","4","10","24","","35","82",".427","6","28",".214","25","29",".862","11","46","25","4","8","16","22","109.1","104.0","97.1",".258",".355",".512","50.0","55.0","10.3","7.4","",".489","8.8","27.1",".161","",".463","14.4","75.0",".305"
"22","22","2018-12-02","","UTA","W","102","100","36","91",".396","13","31",".419","17","24",".708","14","50","20","8","8","13","16","","39","89",".438","11","33",".333","11","15",".733","10","50","21","8","6","13","18","104.8","102.7","97.4",".264",".341",".502","50.0","55.6","8.2","14.3","",".467","11.3","25.9",".187","",".500","12.0","78.3",".124"
"23","23","2018-12-04","","ORL","L","90","105","38","91",".418","12","35",".343","2","5",".400","16","47","19","7","11","15","19","","38","86",".442","14","28",".500","15","20",".750","11","43","22","5","4","11","13","99.6","116.2","90.3",".055",".385",".483","52.2","50.0","7.7","19.0","",".484","13.9","33.3",".022","",".523","10.4","73.8",".174"
"24","24","2018-12-07","@","PHO","W","115","98","42","86",".488","15","37",".405","16","18",".889","6","40","32","10","5","12","16","","36","79",".456","14","34",".412","12","16",".750","4","42","27","7","4","20","21","115.4","98.3","99.7",".209",".430",".612","48.8","76.2","10.0","11.1","",".576","11.3","13.6",".186","",".544","18.9","89.5",".152"
"25","25","2018-12-08","@","LAC","W","121","98","40","92",".435","13","39",".333","28","39",".718","14","57","27","9","6","11","24","","33","89",".371","7","29",".241","25","31",".806","13","49","16","5","8","16","26","117.2","94.9","103.3",".424",".424",".554","53.8","67.5","8.7","10.0","",".505","9.2","28.0",".304","",".410","13.5","76.8",".281"
"26","26","2018-12-10","@","LAL","L","105","108","42","94",".447","11","34",".324","10","13",".769","14","50","29","9","7","17","19","","41","90",".456","14","32",".438","12","20",".600","12","46","24","9","7","12","10","106.7","109.7","98.4",".138",".362",".526","52.1","69.0","9.1","12.1","",".505","14.6","29.2",".106","",".533","10.8","75.0",".133"
"27","27","2018-12-12","@","UTA","L","84","111","29","77",".377","12","33",".364","14","24",".583","2","30","16","10","2","13","22","","40","76",".526","16","32",".500","15","21",".714","7","52","29","6","4","17","19","87.9","116.2","95.6",".312",".429",".480","36.6","55.2","10.5","4.5","",".455","12.9","4.3",".182","",".632","16.6","80.0",".197"
"28","28","2018-12-14","@","MEM","W","100","97","36","82",".439","15","39",".385","13","18",".722","14","50","30","3","8","16","20","","35","83",".422","8","29",".276","19","25",".760","10","34","21","9","5","7","18","113.7","110.3","88.0",".220",".476",".556","59.5","83.3","3.4","14.8","",".530","15.1","36.8",".159","",".470","6.9","78.3",".229"
